name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	35	29	0.0
Azorhizobium	6	genus	5369772	1	0	0.0
Cellvibrio	10	genus	4576573	3	0	0.0
Cellulomonas gilvus	11	species	3526441	5	0	0.0
Shewanella	22	genus	5140018	6	0	0.0
Shewanella putrefaciens	24	species	4749735	3	0	0.0
Myxococcales	29	order	9638245	47	0	0.0
Myxococcaceae	31	family	9636120	4	0	0.0
Myxococcus xanthus	34	species	9139763	10	2	0.0
Myxococcus macrosporus	35	species	8973512	4	1	0.0
Archangiaceae	39	family	10085598	3	0	0.0
Cystobacter fuscus	43	species	12349744	14	9	0.0
Archangium gephyra	48	species	12489432	11	7	0.0
Polyangiaceae	49	family	13907952	3	0	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	9	4	0.0
Sorangium cellulosum	56	species	13907952	35	17	0.0
Vitreoscilla	59	genus	0	1	0	0.0
Vitreoscilla filiformis	63	species	3787551	6	1	0.0
Lysobacter	68	genus	0	4	0	0.0
Lysobacter enzymogenes	69	species	12227539	6	3	0.0
Simonsiella muelleri	72	species	2469862	2	0	0.0
Caulobacter	75	genus	4238499	5	0	0.0
Hyphomicrobium	81	genus	3700497	1	0	0.0
Leptothrix	88	genus	4909403	4	0	0.0
Stella	93	genus	0	1	0	0.0
Stella humosa	94	species	5832650	8	1	0.0
Planctomycetales	112	order	5733343	5	0	0.0
Gemmata obscuriglobus	114	species	17998094	15	10	0.0
Planctomyces	118	genus	0	2	0	0.0
Gimesia maris	122	species	15634937	2	0	0.0
Isosphaera pallida	128	species	5529304	1	0	0.0
Methylocystis parvus	134	species	4529043	3	3	0.0
Spirochaetales	136	order	1876294	4	0	0.0
Spirochaetaceae	137	family	2749897	3	0	0.0
Spirochaeta	146	genus	2772907	3	0	0.0
Treponema	157	genus	2490077	1	1	0.0
Treponema pallidum	160	species	1139017	1	0	0.0
Treponema phagedenis	162	species	17151030	8	0	0.0
Azospirillum	191	genus	7223069	5	0	0.0
Azospirillum brasilense	192	species	50779208	54	2	0.0
Azospirillum lipoferum	193	species	7223069	2	0	0.0
Campylobacter	194	genus	2403822	5	4	0.0
Campylobacter jejuni	197	species	3124996	4	0	0.0
Campylobacter hyointestinalis	198	species	1755214	1	0	0.0
Campylobacter concisus	199	species	2099413	18	3	0.0
Campylobacter curvus	200	species	1971270	9	0	0.0
Campylobacter showae	204	species	2160580	313	282	0.0
Achromobacter	222	genus	7359146	29	0	0.0
Brucella	234	genus	4039663	1	0	0.0
Brucella abortus	235	species	3283421	1	0	0.0
Chryseobacterium indoltheticum	254	species	8445673	2	1	0.0
Francisella tularensis	263	species	3018743	1	0	0.0
Paracoccus	265	genus	5054656	4	0	0.0
Paracoccus denitrificans	266	species	5236194	5	0	0.0
Thermus	270	genus	2279019	4	0	0.0
Thermus thermophilus	274	species	2214494	10	0	0.0
Comamonas	283	genus	5461687	4	0	0.0
Comamonas testosteroni	285	species	5856025	29	6	0.0
Pseudomonas	286	genus	9017316	86	4	0.0
Pseudomonas aeruginosa	287	species	6798896	62	10	0.0
Burkholderia cepacia	292	species	13565292	11	1	0.0
Pseudomonas fluorescens	294	species	6604895	34	6	0.0
Pseudomonas fragi	296	species	10253943	1	0	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	1	1	0.0
Pseudomonas mendocina	300	species	5293211	20	6	0.0
Pseudomonas oleovorans	301	species	4686340	5	0	0.0
Pseudomonas putida	303	species	6160317	31	8	0.0
Ralstonia solanacearum	305	species	5757294	50	7	0.0
Pseudomonas stutzeri	316	species	4548207	25	5	0.0
Pseudomonas syringae	317	species	8747300	5	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	1	0	0.0
Ralstonia pickettii	329	species	5505543	6	0	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	6808187	2	0	0.0
Burkholderia glumae	337	species	6878727	15	1	0.0
Xanthomonas	338	genus	23419814	12	1	0.0
Xanthomonas campestris	339	species	7099366	5	1	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	2	0	0.0
Xanthomonas translucens	343	species	11701367	3	0	0.0
Xanthomonas citri	346	species	27676482	7	2	0.0
Xanthomonas oryzae	347	species	63225372	7	3	0.0
Azotobacter chroococcum	353	species	5192286	13	3	0.0
Azotobacter vinelandii	354	species	5351632	2	0	0.0
Rhizobiales	356	order	5410296	103	0	0.0
Agrobacterium tumefaciens	358	species	7273300	17	0	0.0
Agrobacterium rhizogenes	359	species	5482241	4	1	0.0
Bradyrhizobium	374	genus	11894480	12	1	0.0
Bradyrhizobium japonicum	375	species	9207384	2	0	0.0
Bradyrhizobium sp.	376	species	7547693	7	2	0.0
Rhizobium	379	genus	8184003	10	1	0.0
