name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	33	28	0.0
Buchnera aphidicola	9	species	602805	2	0	0.0
Cellulomonas gilvus	11	species	3526441	6	0	0.0
Pelobacter	18	genus	3953506	1	0	0.0
Phenylobacterium	20	genus	4379231	1	0	0.0
Shewanella	22	genus	5140018	3	0	0.0
Myxococcales	29	order	9638245	73	0	0.0
Myxococcaceae	31	family	9636120	2	0	0.0
Myxococcus	32	genus	9487953	6	0	0.0
Myxococcus xanthus	34	species	9139763	20	3	0.0
Myxococcus macrosporus	35	species	8973512	13	2	0.0
Archangiaceae	39	family	10085598	4	0	0.0
Stigmatella aurantiaca	41	species	10260756	2	0	0.0
Cystobacter	42	genus	0	1	0	0.0
Cystobacter fuscus	43	species	12349744	10	3	0.0
Archangium gephyra	48	species	12489432	13	10	0.0
Chondromyces crocatus	52	species	11388132	18	13	0.0
Sorangium cellulosum	56	species	13907952	49	29	0.0
Vitreoscilla	59	genus	0	1	0	0.0
Vitreoscilla filiformis	63	species	3787551	2	1	0.0
Lysobacter	68	genus	0	6	0	0.0
Lysobacter enzymogenes	69	species	12227539	10	4	0.0
Caulobacter	75	genus	4238499	4	0	0.0
Stella	93	genus	0	1	0	0.0
Stella humosa	94	species	5832650	10	3	0.0
Planctomycetales	112	order	5733343	6	0	0.0
Gemmata obscuriglobus	114	species	17998094	14	10	0.0
Planctomyces	118	genus	0	2	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	1	0	0.0
Gimesia maris	122	species	15634937	4	1	0.0
Planctomycetaceae	126	family	5733343	2	0	0.0
Methylocystis	133	genus	0	1	0	0.0
Methylocystis parvus	134	species	4529043	4	3	0.0
Spirochaetales	136	order	1876294	6	0	0.0
Spirochaetaceae	137	family	2749897	6	0	0.0
Spirochaeta	146	genus	2772907	1	0	0.0
Spirochaeta thermophila	154	species	2516433	1	0	0.0
Treponema	157	genus	2490077	8	1	0.0
Brachyspira hyodysenteriae	159	species	3055339	1	0	0.0
Treponema phagedenis	162	species	17151030	16	0	0.0
Leptospiraceae	170	family	5274184	1	0	0.0
Leptospira	171	genus	5319704	3	0	0.0
Leptospira interrogans	173	species	6128534	1	1	0.0
Leptospirillum	179	genus	2432093	1	0	0.0
Azospirillum	191	genus	7223069	5	1	0.0
Azospirillum brasilense	192	species	50779208	50	7	0.0
Azospirillum lipoferum	193	species	7223069	2	0	0.0
Campylobacter	194	genus	2403822	3	2	0.0
Campylobacter coli	195	species	1776238	9	0	0.0
Campylobacter fetus	196	species	2065164	1	1	0.0
Campylobacter jejuni	197	species	3124996	5	0	0.0
Campylobacter concisus	199	species	2099413	16	4	0.0
Campylobacter curvus	200	species	1971270	10	0	0.0
Campylobacter showae	204	species	2160580	284	267	0.0
Helicobacter	209	genus	1715890	2	0	0.0
Helicobacter pylori	210	species	1700965	1	1	0.0
Achromobacter	222	genus	7359146	3	0	0.0
Brucella	234	genus	4039663	1	0	0.0
Elizabethkingia meningoseptica	238	species	15625789	1	1	0.0
Empedobacter brevis	247	species	7431270	3	1	0.0
Chryseobacterium indologenes	253	species	35240523	1	0	0.0
Sphingobacterium thalpophilum	259	species	5962893	3	0	0.0
Francisella tularensis	263	species	3018743	2	0	0.0
Paracoccus	265	genus	5054656	5	0	0.0
Paracoccus denitrificans	266	species	5236194	6	0	0.0
Thermus	270	genus	2279019	5	0	0.0
Thermus aquaticus	271	species	2338641	2	0	0.0
Thermus thermophilus	274	species	2214494	11	3	0.0
Meiothermus ruber	277	species	3097457	2	0	0.0
Xanthobacter	279	genus	5625098	1	0	0.0
Xanthobacter autotrophicus	280	species	5625098	1	0	0.0
Comamonas	283	genus	5461687	3	0	0.0
Comamonas testosteroni	285	species	5856025	6	2	0.0
Pseudomonas	286	genus	9017316	55	4	0.0
Pseudomonas aeruginosa	287	species	6798896	46	10	0.0
Burkholderia cepacia	292	species	13565292	19	1	0.0
Brevundimonas diminuta	293	species	3551819	5	0	0.0
Pseudomonas fluorescens	294	species	6604895	32	9	0.0
Pseudomonas fragi	296	species	10253943	1	0	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	1	1	0.0
Pseudomonas mendocina	300	species	5293211	13	4	0.0
Pseudomonas oleovorans	301	species	4686340	3	1	0.0
Pseudomonas putida	303	species	6160317	32	5	0.0
Ralstonia solanacearum	305	species	5757294	40	9	0.0
Pseudomonas stutzeri	316	species	4548207	31	9	0.0
Pseudomonas syringae	317	species	8747300	7	0	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	2	0	0.0
Ralstonia pickettii	329	species	5505543	8	1	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	6808187	1	0	0.0
Burkholderia glumae	337	species	6878727	12	1	0.0
Xanthomonas	338	genus	23419814	8	2	0.0
Xanthomonas campestris	339	species	7099366	4	1	0.0
Xanthomonas translucens	343	species	11701367	8	0	0.0
Xanthomonas citri	346	species	27676482	9	1	0.0
Xanthomonas oryzae	347	species	63225372	7	2	0.0
Azotobacter	352	genus	5311796	1	0	0.0
Azotobacter chroococcum	353	species	5192286	1	0	0.0
Azotobacter vinelandii	354	species	5351632	2	0	0.0
Rhizobiales	356	order	5410296	109	0	0.0
Agrobacterium	357	genus	6422834	1	0	0.0
Agrobacterium tumefaciens	358	species	7273300	17	7	0.0
Agrobacterium rhizogenes	359	species	5482241	1	1	0.0
Bradyrhizobium	374	genus	11894480	19	5	0.0
Bradyrhizobium japonicum	375	species	9207384	7	1	0.0
Bradyrhizobium sp.	376	species	7547693	2	1	0.0
Rhizobium	379	genus	8184003	9	3	0.0
Sinorhizobium fredii	380	species	6924988	4	0	0.0
Sinorhizobium meliloti	382	species	7082772	9	4	0.0
Rhizobium leguminosarum	384	species	9364981	14	4	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	7	1	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	6	2	0.0
Rhizobium phaseoli	396	species	6665454	17	1	0.0
Methylococcaceae	403	family	4384317	1	0	0.0
Methylobacterium	407	genus	7144985	6	1	0.0
Methylorubrum extorquens	408	species	8218505	17	4	0.0
Methylomonas	416	genus	5051681	1	0	0.0
Methylomonas methanica	421	species	5051681	1	0	0.0
Methylosinus trichosporium	426	species	5183433	2	0	0.0
Acetobacteraceae	433	family	3826783	7	0	0.0
Acetobacter	434	genus	3590557	2	0	0.0
Acetobacter aceti	435	species	3725037	4	1	0.0
Legionella	445	genus	10525492	2	0	0.0
Legionella pneumophila	446	species	12363603	2	1	0.0
Legionella israelensis	454	species	9344693	2	0	0.0
Legionella jordanis	456	species	3133723	1	0	0.0
Moraxellaceae	468	family	3943545	1	0	0.0
Acinetobacter	469	genus	4126830	1	1	0.0
Acinetobacter baumannii	470	species	4233127	5	1	0.0
Acinetobacter calcoaceticus	471	species	8050108	1	0	0.0
Neisseriaceae	481	family	2244925	8	0	0.0
Neisseria	482	genus	2223758	20	10	0.0
Neisseria cinerea	483	species	1832904	20	2	0.0
Neisseria flavescens	484	species	2231882	14	3	0.0
Neisseria gonorrhoeae	485	species	2216159	8	0	0.0
Neisseria lactamica	486	species	2220606	23	2	0.0
Neisseria meningitidis	487	species	2222288	45	4	0.0
Neisseria mucosa	488	species	2783943	99	49	0.0
Neisseria polysaccharea	489	species	2024930	13	1	0.0
Neisseria animalis	492	species	4477875	9	0	0.0
Neisseria canis	493	species	2569389	1	0	0.0
Neisseria elongata	495	species	2253031	285	38	0.0
Kingella kingae	504	species	4021433	2	0	0.0
Alcaligenaceae	506	family	4354306	6	0	0.0
Alcaligenes	507	genus	0	1	0	0.0
Alcaligenes faecalis	511	species	32768163	14	3	0.0
Bordetella	517	genus	4536693	4	0	0.0
Bordetella bronchiseptica	518	species	5231793	18	0	0.0
Bordetella parapertussis	519	species	4836562	3	0	0.0
Bordetella pertussis	520	species	4781978	2	0	0.0
Bordetella avium	521	species	3732255	5	0	0.0
Ochrobactrum	528	genus	5205777	1	0	0.0
Ochrobactrum anthropi	529	species	5205777	4	0	0.0
Chromobacterium	535	genus	4751080	4	0	0.0
Chromobacterium violaceum	536	species	4751080	10	0	0.0
Eikenella	538	genus	0	1	0	0.0
Eikenella corrodens	539	species	4651055	123	41	0.0
Enterobacteriaceae	543	family	10341043	11	0	0.0
Citrobacter	544	genus	5276819	1	0	0.0
Citrobacter koseri	545	species	4735357	5	0	0.0
Citrobacter freundii	546	species	5164552	4	1	0.0
Enterobacter	547	genus	11028548	2	0	0.0
Klebsiella aerogenes	548	species	5435727	3	0	0.0
Pantoea agglomerans	549	species	30133336	7	0	0.0
Enterobacter cloacae	550	species	5356576	10	2	0.0
Erwinia	551	genus	4250482	2	0	0.0
Pantoea ananatis	553	species	4838981	3	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	1	1	0.0
Escherichia	561	genus	8380592	1	0	0.0
Escherichia coli	562	species	8437634	31	5	0.0
Shimwellia blattae	563	species	4158725	1	0	0.0
Escherichia fergusonii	564	species	4643861	3	0	0.0
Atlantibacter hermannii	565	species	13352683	7	1	0.0
Hafnia alvei	569	species	4712721	6	1	0.0
Klebsiella	570	genus	12784449	3	0	0.0
Klebsiella oxytoca	571	species	6684898	12	1	0.0
Klebsiella pneumoniae	573	species	14826006	5	1	0.0
Raoultella planticola	575	species	17105658	3	0	0.0
Raoultella terrigena	577	species	6073951	1	0	0.0
Morganella morganii	582	species	5836016	5	1	0.0
Providencia rettgeri	587	species	36637538	1	1	0.0
Providencia stuartii	588	species	4402109	1	1	0.0
Serratia	613	genus	5012487	6	1	0.0
Serratia liquefaciens	614	species	5282719	2	0	0.0
Serratia marcescens	615	species	5201904	8	2	0.0
Serratia odorifera	618	species	5272556	2	0	0.0
Shigella boydii	621	species	4760589	2	0	0.0
Shigella flexneri	623	species	7250520	1	0	0.0
Yersinia	629	genus	6072098	3	0	0.0
Yersinia enterocolitica	630	species	6188788	6	3	0.0
Yersinia intermedia	631	species	24435507	2	0	0.0
Yersinia pestis	632	species	5818786	4	0	0.0
Yersinia pseudotuberculosis	633	species	7671089	3	0	0.0
Edwardsiella	635	genus	3906392	4	0	0.0
Edwardsiella tarda	636	species	3766483	3	0	0.0
Aeromonas	642	genus	5822658	2	1	0.0
Aeromonas hydrophila	644	species	4976269	10	1	0.0
Aeromonas salmonicida	645	species	7807177	8	2	0.0
Aeromonas caviae	648	species	27968422	10	2	0.0
Aeromonas media	651	species	4788430	7	2	0.0
Aeromonas schubertii	652	species	8750747	4	0	0.0
Aeromonas veronii	654	species	4551783	7	1	0.0
Vibrio	662	genus	5583206	2	0	0.0
Vibrio alginolyticus	663	species	5146637	4	1	0.0
Vibrio cholerae	666	species	5444833	3	1	0.0
Vibrio harveyi	669	species	35934227	2	0	0.0
Vibrio parahaemolyticus	670	species	5168015	3	0	0.0
Vibrio vulnificus	672	species	5071151	4	0	0.0
Grimontia hollisae	673	species	16426895	4	0	0.0
Vibrio mimicus	674	species	26461692	3	1	0.0
Vibrio cincinnatiensis	675	species	15191860	7	0	0.0
Vibrio fluvialis	676	species	47771737	9	3	0.0
Vibrio gazogenes	687	species	4786552	1	0	0.0
Plesiomonas shigelloides	703	species	7376338	2	1	0.0
Pasteurellaceae	712	family	2528486	2	0	0.0
Actinobacillus	713	genus	2346381	1	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	22	1	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	3	1	0.0
Actinobacillus suis	716	species	2501598	1	0	0.0
Actinobacillus equuli	718	species	2431533	1	0	0.0
Haemophilus	724	genus	2428729	4	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	1	0	0.0
Haemophilus haemolyticus	726	species	7646594	8	1	0.0
Haemophilus influenzae	727	species	2511163	14	2	0.0
Haemophilus parainfluenzae	729	species	2086875	18	3	0.0
[Haemophilus] ducreyi	730	species	1698955	4	0	0.0
Histophilus somni	731	species	2138367	9	1	0.0
Aggregatibacter aphrophilus	732	species	3481722	138	16	0.0
Haemophilus parahaemolyticus	735	species	2091866	1	0	0.0
Glaesserella parasuis	738	species	2362471	2	1	0.0
Aggregatibacter segnis	739	species	2022832	1	0	0.0
Pasteurella multocida	747	species	2875151	8	1	0.0
[Pasteurella] aerogenes	749	species	2257472	2	1	0.0
Avibacterium volantium	762	species	2230476	1	1	0.0
Rickettsiales	766	order	1302079	1	0	0.0
Rickettsia	780	genus	1252916	2	0	0.0
Bacteroides	816	genus	5275069	7	3	0.0
Bacteroides fragilis	817	species	5308603	15	5	0.0
Bacteroides thetaiotaomicron	818	species	6293399	2	0	0.0
