name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	29	28	0.0
Azorhizobium caulinodans	7	species	5369772	1	0	0.0
Buchnera aphidicola	9	species	602805	1	0	0.0
Cellvibrio	10	genus	4576573	1	0	0.0
Cellulomonas gilvus	11	species	3526441	2	0	0.0
Shewanella	22	genus	5140018	2	0	0.0
Shewanella putrefaciens	24	species	4749735	1	0	0.0
Myxococcales	29	order	9638245	47	0	0.0
Myxococcaceae	31	family	9636120	2	0	0.0
Myxococcus xanthus	34	species	9139763	9	0	0.0
Myxococcus macrosporus	35	species	8973512	15	5	0.0
Archangiaceae	39	family	10085598	1	0	0.0
Stigmatella aurantiaca	41	species	10260756	2	0	0.0
Cystobacter fuscus	43	species	12349744	15	8	0.0
Archangium gephyra	48	species	12489432	15	8	0.0
Polyangiaceae	49	family	13907952	1	0	0.0
Chondromyces crocatus	52	species	11388132	9	4	0.0
Sorangium cellulosum	56	species	13907952	54	26	0.0
Vitreoscilla	59	genus	0	2	0	0.0
Vitreoscilla filiformis	63	species	3787551	3	3	0.0
Lysobacter	68	genus	0	3	0	0.0
Lysobacter enzymogenes	69	species	12227539	9	5	0.0
Caulobacter	75	genus	4238499	2	0	0.0
Leptothrix	88	genus	4909403	1	0	0.0
Stella	93	genus	0	1	0	0.0
Stella humosa	94	species	5832650	6	3	0.0
Cyclobacterium marinum	104	species	6221273	2	0	0.0
Planctomycetales	112	order	5733343	5	0	0.0
Gemmata obscuriglobus	114	species	17998094	11	4	0.0
Gimesia maris	122	species	15634937	1	0	0.0
Planctomycetaceae	126	family	5733343	1	0	0.0
Methylocystis parvus	134	species	4529043	3	0	0.0
Spirochaetales	136	order	1876294	10	0	0.0
Spirochaetaceae	137	family	2749897	2	0	0.0
Borreliella burgdorferi	139	species	1329613	1	0	0.0
Spirochaeta	146	genus	2772907	2	0	0.0
Spirochaeta thermophila	154	species	2516433	1	0	0.0
Treponema	157	genus	2490077	10	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	2	0	0.0
Treponema phagedenis	162	species	17151030	26	9	0.0
Leptospiraceae	170	family	5274184	3	0	0.0
Leptospira interrogans	173	species	6128534	2	1	0.0
Leptospira borgpetersenii	174	species	4736323	1	0	0.0
Azospirillum	191	genus	7223069	4	0	0.0
Azospirillum brasilense	192	species	50779208	43	3	0.0
Campylobacter	194	genus	2403822	5	0	0.0
Campylobacter coli	195	species	1776238	1	1	0.0
Campylobacter fetus	196	species	2065164	3	2	0.0
Campylobacter jejuni	197	species	3124996	3	0	0.0
Campylobacter concisus	199	species	2099413	8	0	0.0
Campylobacter curvus	200	species	1971270	3	0	0.0
Campylobacter lari	201	species	1565468	1	0	0.0
Campylobacter showae	204	species	2160580	134	125	0.0
Campylobacter sputorum	206	species	1746988	1	0	0.0
Helicobacter pylori	210	species	1700965	5	3	0.0
Helicobacter mustelae	217	species	1578097	2	0	0.0
Achromobacter	222	genus	7359146	7	0	0.0
Alteromonas	226	genus	4609878	1	0	0.0
Brucella	234	genus	4039663	1	1	0.0
Flavobacterium	237	genus	3461015	1	0	0.0
Elizabethkingia meningoseptica	238	species	15625789	2	2	0.0
Empedobacter brevis	247	species	7431270	6	0	0.0
Chryseobacterium gleum	250	species	9292597	2	1	0.0
Chryseobacterium indologenes	253	species	35240523	5	0	0.0
Chryseobacterium indoltheticum	254	species	8445673	2	2	0.0
Sphingobacterium thalpophilum	259	species	5962893	1	1	0.0
Francisella tularensis	263	species	3018743	2	1	0.0
Paracoccus	265	genus	5054656	1	0	0.0
Paracoccus denitrificans	266	species	5236194	5	0	0.0
Thermus	270	genus	2279019	1	0	0.0
Thermus thermophilus	274	species	2214494	8	2	0.0
Meiothermus ruber	277	species	3097457	1	0	0.0
Comamonas testosteroni	285	species	5856025	3	1	0.0
Pseudomonas	286	genus	9017316	26	7	0.0
Pseudomonas aeruginosa	287	species	6798896	26	4	0.0
Burkholderia cepacia	292	species	13565292	14	4	0.0
Brevundimonas diminuta	293	species	3551819	1	0	0.0
Pseudomonas fluorescens	294	species	6604895	23	5	0.0
Pseudomonas fragi	296	species	10253943	1	1	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	3	2	0.0
Pseudomonas mendocina	300	species	5293211	15	5	0.0
Pseudomonas oleovorans	301	species	4686340	3	0	0.0
Pseudomonas putida	303	species	6160317	32	6	0.0
Ralstonia solanacearum	305	species	5757294	31	4	0.0
Pseudomonas stutzeri	316	species	4548207	34	7	0.0
Pseudomonas syringae	317	species	8747300	3	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	1	1	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	1	0	0.0
Ralstonia pickettii	329	species	5505543	1	1	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	6808187	1	1	0.0
Burkholderia glumae	337	species	6878727	8	1	0.0
Xanthomonas	338	genus	23419814	7	0	0.0
Xanthomonas campestris	339	species	7099366	2	1	0.0
Xanthomonas translucens	343	species	11701367	1	0	0.0
Xanthomonas citri	346	species	27676482	8	2	0.0
Xanthomonas oryzae	347	species	63225372	8	2	0.0
Azotobacter	352	genus	5311796	3	0	0.0
Azotobacter chroococcum	353	species	5192286	6	1	0.0
Azotobacter vinelandii	354	species	5351632	1	0	0.0
Rhizobiales	356	order	5410296	85	0	0.0
Agrobacterium	357	genus	6422834	3	0	0.0
Agrobacterium tumefaciens	358	species	7273300	20	2	0.0
Agrobacterium rhizogenes	359	species	5482241	5	3	0.0
Bradyrhizobium	374	genus	11894480	10	0	0.0
Bradyrhizobium japonicum	375	species	9207384	16	0	0.0
Bradyrhizobium sp.	376	species	7547693	2	1	0.0
Rhizobium	379	genus	8184003	12	0	0.0
Sinorhizobium fredii	380	species	6924988	6	1	0.0
Sinorhizobium meliloti	382	species	7082772	9	4	0.0
Rhizobium leguminosarum	384	species	9364981	19	8	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	4	2	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	6	3	0.0
Rhizobium phaseoli	396	species	6665454	5	0	0.0
Neorhizobium galegae	399	species	6434105	1	0	0.0
Methylococcaceae	403	family	4384317	1	0	0.0
Methylobacillus flagellatus	405	species	2971517	1	0	0.0
Methylobacterium	407	genus	7144985	13	1	0.0
Methylorubrum extorquens	408	species	8218505	2	0	0.0
Methylococcus capsulatus	414	species	3304561	1	0	0.0
Acetobacteraceae	433	family	3826783	3	0	0.0
Acetobacter aceti	435	species	3725037	3	1	0.0
Acetobacter pasteurianus	438	species	3590557	2	1	0.0
Gluconobacter oxydans	442	species	4181963	1	1	0.0
Legionellaceae	444	family	10525492	1	0	0.0
Legionella	445	genus	10525492	1	0	0.0
Legionella pneumophila	446	species	12363603	1	0	0.0
Legionella hackeliae	449	species	3570857	1	1	0.0
Legionella longbeachae	450	species	4149158	1	0	0.0
Tatlockia micdadei	451	species	9836958	9	0	0.0
Legionella spiritensis	452	species	6755735	3	1	0.0
Legionella israelensis	454	species	9344693	3	0	0.0
Legionella jordanis	456	species	3133723	1	1	0.0
Acinetobacter	469	genus	4126830	2	1	0.0
