name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	34	24	0.0
Buchnera aphidicola	9	species	602805	1	0	0.0
Cellvibrio	10	genus	4576573	1	0	0.0
Cellulomonas gilvus	11	species	3526441	2	0	0.0
Pelobacter	18	genus	3953506	1	0	0.0
Phenylobacterium	20	genus	4379231	1	0	0.0
Shewanella	22	genus	5140018	1	0	0.0
Shewanella putrefaciens	24	species	4749735	2	0	0.0
Myxococcales	29	order	9638245	40	0	0.0
Myxococcaceae	31	family	9636120	2	0	0.0
Myxococcus	32	genus	9487953	1	0	0.0
Myxococcus xanthus	34	species	9139763	16	4	0.0
Myxococcus macrosporus	35	species	8973512	7	1	0.0
Archangiaceae	39	family	10085598	6	0	0.0
Stigmatella aurantiaca	41	species	10260756	1	0	0.0
Cystobacter fuscus	43	species	12349744	10	4	0.0
Archangium gephyra	48	species	12489432	13	6	0.0
Polyangiaceae	49	family	13907952	1	0	0.0
Chondromyces	50	genus	0	1	0	0.0
Chondromyces crocatus	52	species	11388132	7	4	0.0
Sorangium cellulosum	56	species	13907952	28	8	0.0
Vitreoscilla	59	genus	0	4	0	0.0
Vitreoscilla filiformis	63	species	3787551	10	2	0.0
Lysobacter	68	genus	0	2	0	0.0
Lysobacter enzymogenes	69	species	12227539	6	1	0.0
Simonsiella muelleri	72	species	2469862	6	0	0.0
Caulobacter	75	genus	4238499	5	0	0.0
Leptothrix	88	genus	4909403	6	0	0.0
Stella	93	genus	0	2	0	0.0
Stella humosa	94	species	5832650	5	4	0.0
Planctomycetales	112	order	5733343	3	0	0.0
Gemmata obscuriglobus	114	species	17998094	10	4	0.0
Planctomyces	118	genus	0	3	0	0.0
Gimesia maris	122	species	15634937	4	1	0.0
Methylocystis parvus	134	species	4529043	2	1	0.0
Spirochaetales	136	order	1876294	8	0	0.0
Spirochaetaceae	137	family	2749897	7	0	0.0
Borrelia turicatae	142	species	1165365	1	0	0.0
Spirochaeta	146	genus	2772907	2	0	0.0
Treponema	157	genus	2490077	8	2	0.0
Treponema denticola	158	species	2843201	1	0	0.0
Treponema phagedenis	162	species	17151030	30	8	0.0
Leptospiraceae	170	family	5274184	1	0	0.0
Leptospira interrogans	173	species	6128534	3	1	0.0
Aquaspirillum	187	genus	0	3	0	0.0
Azospirillum	191	genus	7223069	6	0	0.0
Azospirillum brasilense	192	species	50779208	37	5	0.0
Campylobacter	194	genus	2403822	2	1	0.0
Campylobacter fetus	196	species	2065164	1	1	0.0
Campylobacter jejuni	197	species	3124996	4	1	0.0
Campylobacter concisus	199	species	2099413	24	12	0.0
Campylobacter curvus	200	species	1971270	10	0	0.0
Campylobacter lari	201	species	1565468	1	0	0.0
Campylobacter showae	204	species	2160580	152	135	0.0
Campylobacter sputorum	206	species	1746988	1	0	0.0
Helicobacter pylori	210	species	1700965	1	1	0.0
Achromobacter	222	genus	7359146	9	0	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	1	1	0.0
Brucella	234	genus	4039663	3	1	0.0
Chryseobacterium balustinum	246	species	4974086	1	0	0.0
Empedobacter brevis	247	species	7431270	8	0	0.0
