name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	8	7	0.0
Myxococcales	29	order	9638245	9	0	0.0
Archangiaceae	39	family	10085598	2	0	0.0
Planctomycetales	112	order	5733343	1	0	0.0
Spirochaetales	136	order	1876294	4	0	0.0
Spirochaetaceae	137	family	2749897	2	0	0.0
Rhizobiales	356	order	5410296	35	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1	0	0.0
Acetobacteraceae	433	family	3826783	1	0	0.0
Neisseriaceae	481	family	2244925	1	0	0.0
Alcaligenaceae	506	family	4354306	2	0	0.0
Enterobacteriaceae	543	family	10341043	1	0	0.0
Pasteurellaceae	712	family	2528486	3	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	3	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	3	1	0.0
Bacteroidetes	976	phylum	3686275	2	0	0.0
Cyanobacteria	1117	phylum	4896702	1	0	0.0
Proteobacteria	1224	phylum	6582363	41	0	0.0
Gammaproteobacteria	1236	class	8199621	30	0	0.0
Firmicutes	1239	phylum	3951907	4	0	0.0
Micrococcaceae	1268	family	3809026	19	0	0.0
Streptococcaceae	1300	family	2703668	1	0	0.0
Bacillales	1385	order	5092237	10	0	0.0
Corynebacteriaceae	1653	family	2732186	12	0	0.0
Actinobacteria	1760	class	5015669	203	51	0.0
Mycobacteriaceae	1762	family	7116636	18	0	0.0
Streptosporangiaceae	2004	family	10369518	7	0	0.0
Thermomonosporaceae	2012	family	5639016	5	0	0.0
Actinomycetales	2037	order	2376616	5	0	0.0
Actinomycetaceae	2049	family	2376616	86	0	0.0
Streptomycetaceae	2062	family	9677174	47	0	0.0
Pseudonocardiaceae	2070	family	9441254	31	0	0.0
Mycoplasmatales	2085	order	1430664	1	0	0.0
Archaeoglobus	2233	genus	2007396	1	0	0.0
Halobacteriales	2235	order	3677006	2	0	0.0
Thermococcales	2258	order	2048998	1	0	0.0
Methanosphaera	2316	genus	1767403	1	0	0.0
Hominidae	9604	family	0	1	0	0.0
Micromonosporaceae	28056	family	7309173	9	0	0.0
Alphaproteobacteria	28211	class	3925312	34	0	0.0
Betaproteobacteria	28216	class	5609802	24	0	0.0
Deltaproteobacteria	28221	class	5142330	15	0	0.0
Caudovirales	28883	order	84759	1	0	0.0
Euryarchaeota	28890	phylum	2944553	1	0	0.0
Bifidobacteriaceae	31953	family	2593741	10	0	0.0
Propionibacteriaceae	31957	family	2827829	35	0	0.0
Mollicutes	31969	class	1398080	3	0	0.0
Clostridiaceae	31979	family	4509975	2	0	0.0
Rhodobacteraceae	31989	family	4505216	8	0	0.0
Nitrosomonadales	32003	order	3061161	5	0	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	2	0	0.0
Xanthomonadaceae	32033	family	18116294	2	0	0.0
Chloroflexia	32061	class	5233930	1	0	0.0
Mammalia	40674	class	0	2	0	0.0
Bradyrhizobiaceae	41294	family	6811178	1	0	0.0
Rhodospirillaceae	41295	family	4756441	5	0	0.0
Sphingomonadaceae	41297	family	4220148	4	0	0.0
Thauera aromatica K172	44139	leaf	3711792	2	0	0.0
Verrucomicrobiales	48461	order	2664102	3	0	0.0
Flavobacteriaceae	49546	family	3488032	1	0	0.0
Polaribacter	52959	genus	0	1	0	0.0
Thermoanaerobacterales	68295	order	2730087	3	0	0.0
Deferribacteres	68337	class	2627038	1	0	0.0
Thermales	68933	order	2498247	2	0	0.0
Phyllobacteriaceae	69277	family	6950930	2	0	0.0
Desulfuromonadales	69541	order	4166387	6	0	0.0
Thiotrichales	72273	order	3605289	1	0	0.0
Pseudomonadales	72274	order	7879796	24	0	0.0
Ectothiorhodospiraceae	72276	family	3152919	1	0	0.0
Campylobacteraceae	72294	family	2414389	2	0	0.0
Frankiaceae	74712	family	7497934	2	0	0.0
Thiomonas intermedia K12	75379	leaf	3462095	3	2	0.0
Oxalobacteraceae	75682	family	4943362	3	0	0.0
Rhodocyclaceae	75787	family	4267117	4	0	0.0
Pseudomonas putida GB-1	76869	leaf	6078430	1	0	0.0
Caulobacteraceae	76892	family	4141461	1	0	0.0
Xanthobacter autotrophicus Py2	78245	leaf	5625098	1	1	0.0
Burkholderiales	80840	order	6876513	44	0	0.0
Comamonadaceae	80864	family	5361178	12	1	0.0
Rhizobiaceae	82115	family	6287308	6	0	0.0
Nocardiopsaceae	83676	family	5543981	4	0	0.0
Kineosporiaceae	83778	family	4956672	5	0	0.0
Sphingobacteriaceae	84566	family	5001562	1	0	0.0
Acidimicrobiia	84992	class	3494169	1	0	0.0
Acidimicrobiales	84993	order	3494169	12	0	0.0
Rubrobacteria	84995	class	3225748	2	0	0.0
Rubrobacterales	84996	order	3225748	10	0	0.0
Coriobacteriia	84998	class	2427001	12	0	0.0
Coriobacteriales	84999	order	1903794	10	0	0.0
Bifidobacteriales	85004	order	2593741	2	0	0.0
Micrococcales	85006	order	3827208	84	0	0.0
Corynebacteriales	85007	order	5215365	30	0	0.0
Propionibacteriales	85009	order	3142856	8	0	0.0
Pseudonocardiales	85010	order	9441254	2	0	0.0
