name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	81	67	0.0
Myxococcales	29	order	9638245	141	0	0.0
Myxococcaceae	31	family	9636120	3	0	0.0
Archangiaceae	39	family	10085598	5	0	0.0
Polyangiaceae	49	family	13907952	6	0	0.0
Planctomycetales	112	order	5733343	18	0	0.0
Planctomycetaceae	126	family	5733343	1	0	0.0
Spirochaetales	136	order	1876294	8	0	0.0
Spirochaetaceae	137	family	2749897	4	0	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	3	1	0.0
Rhizobiales	356	order	5410296	194	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	11	3	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	5	2	0.0
Methylococcaceae	403	family	4384317	1	0	0.0
Acetobacteraceae	433	family	3826783	9	0	0.0
Legionellaceae	444	family	10525492	1	0	0.0
Neisseriaceae	481	family	2244925	5	0	0.0
Alcaligenaceae	506	family	4354306	7	0	0.0
Enterobacteriaceae	543	family	10341043	13	0	0.0
Vibrionaceae	641	family	5610112	1	0	0.0
Pasteurellaceae	712	family	2528486	5	0	0.0
Rickettsiaceae	775	family	1316078	1	0	0.0
Bacteroidaceae	815	family	5275069	1	0	0.0
Cardiobacteriaceae	868	family	1389350	3	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	7	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	9	2	0.0
Anaplasmataceae	942	family	1284438	1	0	0.0
Bacteroidetes	976	phylum	3686275	7	0	0.0
Chromatiaceae	1046	family	3825215	5	0	0.0
Cyanobacteria	1117	phylum	4896702	8	0	0.0
Oscillatoriales	1150	order	7831139	3	0	0.0
Nostocales	1161	order	7545001	1	0	0.0
Proteobacteria	1224	phylum	6582363	253	0	0.0
Gammaproteobacteria	1236	class	8199621	168	0	0.0
Firmicutes	1239	phylum	3951907	37	0	0.0
Micrococcaceae	1268	family	3809026	136	0	0.0
Streptococcaceae	1300	family	2703668	15	0	0.0
Bacillales	1385	order	5092237	52	0	0.0
Bacillus thuringiensis serovar israelensis	1430	leaf	6700047	1	0	0.0
Corynebacteriaceae	1653	family	2732186	82	0	0.0
Actinobacteria	1760	class	5015669	1522	448	0.0
Mycobacteriaceae	1762	family	7116636	129	0	0.0
Streptosporangiaceae	2004	family	10369518	34	0	0.0
Thermomonosporaceae	2012	family	5639016	43	0	0.0
Actinomycetales	2037	order	2376616	48	0	0.0
Actinomycetaceae	2049	family	2376616	891	0	0.0
Mobiluncus	2050	genus	2146480	1	0	0.0
Streptomycetaceae	2062	family	9677174	367	0	0.0
Pseudonocardiaceae	2070	family	9441254	206	0	0.0
Mycoplasmatales	2085	order	1430664	1	0	0.0
Mycoplasmataceae	2092	family	1430664	2	0	0.0
Spiroplasmataceae	2131	family	1300182	2	0	0.0
Methanobacteriales	2158	order	1865270	1	0	0.0
Methanobacteriaceae	2159	family	1989655	1	0	0.0
Methanothermus	2179	genus	1243342	1	0	0.0
Methanococcaceae	2183	family	1747756	1	0	0.0
Methanomicrobiales	2191	order	2718447	4	0	0.0
Archaeoglobaceae	2232	family	2038875	1	0	0.0
Halobacteriales	2235	order	3677006	13	0	0.0
Thermococcaceae	2259	family	2048998	1	0	0.0
Thermoproteales	2266	order	2003236	1	0	0.0
Thermofilum	2268	genus	1783791	1	0	0.0
Thermoplasmatales	2301	order	1657704	1	0	0.0
Methanosphaera	2316	genus	1767403	5	0	0.0
Candidatus Sodalis pierantonius str. SOPE	2342	leaf	4513140	4	1	0.0
Thermotogales	2419	order	2565211	2	0	0.0
Myoviridae	10662	family	132960	3	0	0.0
Siphoviridae	10699	family	54846	2	0	0.0
Clostridium phage c-st	12336	species	185683	1	1	0.0
Lachnospira	28050	genus	2831389	1	0	0.0
Micromonosporaceae	28056	family	7309173	87	0	0.0
Salmonella enterica subsp. enterica serovar Senftenberg	28150	leaf	60094995	2	0	0.0
Alphaproteobacteria	28211	class	3925312	194	1	0.0
Betaproteobacteria	28216	class	5609802	112	0	0.0
Deltaproteobacteria	28221	class	5142330	72	0	0.0
Halomonadaceae	28256	family	919058	13	0	0.0
Caudovirales	28883	order	84759	3	0	0.0
Euryarchaeota	28890	phylum	2944553	5	0	0.0
Epsilonproteobacteria	29547	class	2091053	3	0	0.0
Mycoplasma meleagridis	29561	species	644173	2	1	0.0
Bifidobacteriaceae	31953	family	2593741	104	0	0.0
Propionibacteriaceae	31957	family	2827829	248	0	0.0
Mollicutes	31969	class	1398080	6	0	0.0
Veillonellaceae	31977	family	2371811	4	0	0.0
Clostridiaceae	31979	family	4509975	6	0	0.0
Rhodobacteraceae	31989	family	4505216	53	0	0.0
Methylocystaceae	31993	family	5183433	2	0	0.0
Nitrosomonadales	32003	order	3061161	15	0	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	24	4	0.0
Methylophilaceae	32011	family	2915241	1	0	0.0
Xanthomonadaceae	32033	family	18116294	20	0	0.0
Chloroflexia	32061	class	5233930	2	0	0.0
Chloroflexales	32064	order	5233930	2	0	0.0
Acetobacterium	33951	genus	4044777	1	0	0.0
Lactobacillaceae	33958	family	2969763	1	0	0.0
Streptobacillus	34104	genus	1673280	1	0	0.0
Potato virus T	36403	species	6539	1	1	0.0
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	36870	leaf	703004	1	1	0.0
Meleagrid alphaherpesvirus 1	37108	species	159160	1	1	0.0
Mammalia	40674	class	0	2	0	0.0
Bradyrhizobiaceae	41294	family	6811178	5	0	0.0
Rhodospirillaceae	41295	family	4756441	17	0	0.0
Sphingomonadaceae	41297	family	4220148	24	0	0.0
Halobacteroides	42417	genus	2649255	1	0	0.0
Thauera aromatica K172	44139	leaf	3711792	12	6	0.0
Hyphomicrobiaceae	45401	family	3812969	4	0	0.0
Pseudobutyrivibrio	46205	genus	0	1	0	0.0
Verrucomicrobiales	48461	order	2664102	9	0	0.0
Flavobacteriaceae	49546	family	3488032	5	0	0.0
Pleurocapsales	52604	order	5265903	1	0	0.0
Halobacteroidaceae	53434	family	2559425	1	0	0.0
Pseudomonas amygdali pv. lachrymans	53707	leaf	6009235	2	0	0.0
Syntrophus aciditrophicus SB	56780	leaf	3179300	1	0	0.0
Acidobacteria	57723	phylum	5687922	1	0	0.0
