name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	29	28	0.0
Myxococcales	29	order	9638245	47	0	0.0
Myxococcaceae	31	family	9636120	2	0	0.0
Archangiaceae	39	family	10085598	1	0	0.0
Polyangiaceae	49	family	13907952	1	0	0.0
Planctomycetales	112	order	5733343	5	0	0.0
Planctomycetaceae	126	family	5733343	1	0	0.0
Spirochaetales	136	order	1876294	10	0	0.0
Spirochaetaceae	137	family	2749897	2	0	0.0
Leptospiraceae	170	family	5274184	3	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	1	1	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	1	0	0.0
Rhizobiales	356	order	5410296	85	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	4	2	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	6	3	0.0
Methylococcaceae	403	family	4384317	1	0	0.0
Acetobacteraceae	433	family	3826783	3	0	0.0
Legionellaceae	444	family	10525492	1	0	0.0
Neisseriaceae	481	family	2244925	2	0	0.0
Alcaligenaceae	506	family	4354306	6	0	0.0
Enterobacteriaceae	543	family	10341043	5	0	0.0
Vibrionaceae	641	family	5610112	2	0	0.0
Pasteurellaceae	712	family	2528486	5	0	0.0
Rickettsiales	766	order	1302079	1	0	0.0
Bartonellaceae	772	family	1830994	2	0	0.0
Rickettsiaceae	775	family	1316078	1	0	0.0
Chlamydiaceae	809	family	1271055	1	0	0.0
Bacteroidaceae	815	family	5275069	3	0	0.0
Cardiobacteriaceae	868	family	1389350	2	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	3	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	4	1	0.0
Anaplasmataceae	942	family	1284438	1	0	0.0
Halanaerobiaceae	972	family	2443704	2	0	0.0
Bacteroidetes	976	phylum	3686275	6	0	0.0
Chromatiaceae	1046	family	3825215	2	0	0.0
Cyanobacteria	1117	phylum	4896702	10	0	0.0
Oscillatoriales	1150	order	7831139	1	0	0.0
Nostocales	1161	order	7545001	4	0	0.0
Proteobacteria	1224	phylum	6582363	112	0	0.0
Gammaproteobacteria	1236	class	8199621	72	0	0.0
Firmicutes	1239	phylum	3951907	29	0	0.0
Micrococcaceae	1268	family	3809026	37	0	0.0
Streptococcaceae	1300	family	2703668	19	0	0.0
Bacillales	1385	order	5092237	32	0	0.0
Bacillus thuringiensis serovar tolworthi	1442	leaf	6870591	1	0	0.0
Corynebacteriaceae	1653	family	2732186	30	0	0.0
Actinobacteria	1760	class	5015669	508	120	0.0
Mycobacteriaceae	1762	family	7116636	41	0	0.0
Streptosporangiaceae	2004	family	10369518	9	0	0.0
Thermomonosporaceae	2012	family	5639016	13	0	0.0
Actinomycetales	2037	order	2376616	13	0	0.0
Actinomycetaceae	2049	family	2376616	264	0	0.0
Streptomycetaceae	2062	family	9677174	114	0	0.0
Pseudonocardiaceae	2070	family	9441254	65	0	0.0
Mycoplasmatales	2085	order	1430664	2	0	0.0
Mycoplasmataceae	2092	family	1430664	3	0	0.0
Spiroplasmataceae	2131	family	1300182	2	0	0.0
Acholeplasmataceae	2146	family	1183742	3	0	0.0
Methanobacteriaceae	2159	family	1989655	5	0	0.0
Methanothermaceae	2178	family	1243342	1	0	0.0
Methanothermus	2179	genus	1243342	1	0	0.0
Methanococcales	2182	order	1713539	3	0	0.0
Methanomicrobiales	2191	order	2718447	1	0	0.0
Halobacteriales	2235	order	3677006	4	0	0.0
Halobacteriaceae	2236	family	2979478	1	0	0.0
Thermococcales	2258	order	2048998	1	0	0.0
Thermococcaceae	2259	family	2048998	1	0	0.0
Candidatus Sodalis pierantonius str. SOPE	2342	leaf	4513140	1	0	0.0
Siphoviridae	10699	family	54846	1	0	0.0
Podoviridae	10744	family	53013	1	0	0.0
Clostridium phage c-st	12336	species	185683	1	1	0.0
Dactylococcopsis salina PCC 8305	13035	leaf	3781008	1	1	0.0
Micromonosporaceae	28056	family	7309173	34	0	0.0
Alphaproteobacteria	28211	class	3925312	106	1	0.0
Betaproteobacteria	28216	class	5609802	45	0	0.0
Deltaproteobacteria	28221	class	5142330	30	0	0.0
Halomonadaceae	28256	family	919058	5	0	0.0
Caudovirales	28883	order	84759	2	0	0.0
Euryarchaeota	28890	phylum	2944553	1	0	0.0
Epsilonproteobacteria	29547	class	2091053	2	0	0.0
Mycoplasma meleagridis	29561	species	644173	1	1	0.0
Bifidobacteriaceae	31953	family	2593741	33	0	0.0
Propionibacteriaceae	31957	family	2827829	86	0	0.0
Mollicutes	31969	class	1398080	7	0	0.0
Veillonellaceae	31977	family	2371811	3	0	0.0
Clostridiaceae	31979	family	4509975	7	0	0.0
Rhodobacteraceae	31989	family	4505216	33	0	0.0
Methylocystaceae	31993	family	5183433	1	0	0.0
Nitrosomonadales	32003	order	3061161	10	0	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	15	2	0.0
Methylophilaceae	32011	family	2915241	2	0	0.0
Campylobacter sputorum biovar sputorum	32024	leaf	1753386	4	0	0.0
Xanthomonadaceae	32033	family	18116294	13	0	0.0
Chloroflexia	32061	class	5233930	3	0	0.0
Chloroflexales	32064	order	5233930	2	0	0.0
Aquificales	32069	order	2003158	2	0	0.0
Acetobacterium	33951	genus	4044777	1	0	0.0
Lactobacillaceae	33958	family	2969763	3	0	0.0
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	36870	leaf	703004	1	1	0.0
Avian metapneumovirus	38525	species	13373	1	1	0.0
Lachnospira eligens	39485	species	2831389	2	0	0.0
Blattabacteriaceae	39782	family	625383	1	0	0.0
Bradyrhizobiaceae	41294	family	6811178	4	0	0.0
Rhodospirillaceae	41295	family	4756441	15	0	0.0
Sphingomonadaceae	41297	family	4220148	16	0	0.0
Salmonella enterica subsp. arizonae serovar 62:z4,z23:-	41514	leaf	4600800	1	0	0.0
Crocosphaera subtropica ATCC 51142	43989	leaf	5460377	1	1	0.0
Thauera aromatica K172	44139	leaf	3711792	1	1	0.0
Filifactor	44259	genus	1931012	3	0	0.0
Moorella	44260	genus	2628784	1	0	0.0
Hyphomicrobiaceae	45401	family	3812969	3	0	0.0
Picrophilaceae	46630	family	1545895	1	0	0.0
Thermoplasmataceae	46659	family	1574855	1	0	0.0
Verrucomicrobiales	48461	order	2664102	2	0	0.0
Flavobacteriaceae	49546	family	3488032	8	1	0.0
Chlamydiales	51291	order	1271055	1	0	0.0
Halanaerobiales	53433	order	2501564	1	0	0.0
Mycoplasma edwardii	53558	species	832213	5	1	0.0
Pseudomonas amygdali pv. lachrymans	53707	leaf	6009235	1	0	0.0
Syntrophus aciditrophicus SB	56780	leaf	3179300	4	4	0.0
Salmonella enterica subsp. enterica serovar Weltevreden	57743	leaf	20446954	1	0	0.0
Fibrobacter succinogenes subsp. succinogenes S85	59374	leaf	7685639	2	0	0.0
Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	leaf	1657990	4	2	0.0
Nostoc punctiforme PCC 73102	63737	leaf	9059191	2	0	0.0
Halobacterium salinarum NRC-1	64091	leaf	2571010	2	0	0.0
Xanthomonas oryzae pv. oryzae	64187	leaf	359535539	1	0	0.0
Aquificaceae	64898	family	2192478	1	0	0.0
Gloeothece citriformis PCC 7424	65393	leaf	6554169	2	1	0.0
Wolbachia sp. wRi	66084	species	1445873	2	0	0.0
Bacillus clausii KSM-K16	66692	leaf	4303871	1	1	0.0
Equine adenovirus 2	67603	leaf	33090	1	1	0.0
Thermoanaerobacterales	68295	order	2730087	5	0	0.0
Syntrophomonadaceae	68298	family	2670877	1	0	0.0
Deferribacteres	68337	class	2627038	2	0	0.0
Thermales	68933	order	2498247	10	0	0.0
Thermococcus kodakarensis KOD1	69014	leaf	2088737	2	1	0.0
Phyllobacteriaceae	69277	family	6950930	1	0	0.0
Desulfuromonadales	69541	order	4166387	21	0	0.0
Xanthomonas arboricola pv. pruni	69929	leaf	5141998	2	1	0.0
Pseudomonadales	72274	order	7879796	27	0	0.0
Alteromonadaceae	72275	family	4602231	2	0	0.0
Ectothiorhodospiraceae	72276	family	3152919	5	0	0.0
Helicobacteraceae	72293	family	1745778	1	0	0.0
Campylobacteraceae	72294	family	2414389	3	0	0.0
Elusimicrobia	74152	phylum	1396066	1	0	0.0
Verrucomicrobia	74201	phylum	3223054	2	0	0.0
Prochlorococcus marinus str. MIT 9312	74546	leaf	1709204	1	1	0.0
Frankiaceae	74712	family	7497934	4	0	0.0
Thiomonas intermedia K12	75379	leaf	3462095	6	3	0.0
Oxalobacteraceae	75682	family	4943362	5	0	0.0
Aromatoleum aromaticum EbN1	76114	leaf	4727255	6	3	0.0
Pseudomonas putida GB-1	76869	leaf	6078430	1	0	0.0
Caulobacteraceae	76892	family	4141461	8	0	0.0
Wolbachia endosymbiont of Drosophila simulans	77038	species	1288696	1	0	0.0
Xanthobacter autotrophicus Py2	78245	leaf	5625098	7	3	0.0
Burkholderiales	80840	order	6876513	114	0	0.0
Comamonadaceae	80864	family	5361178	14	3	0.0
Leuconostocaceae	81850	family	2480460	2	0	0.0
Enterococcaceae	81852	family	2918008	1	0	0.0
Rhizobiaceae	82115	family	6287308	7	0	0.0
Nocardiopsaceae	83676	family	5543981	15	0	0.0
Kineosporiaceae	83778	family	4956672	10	0	0.0
Coriobacteriaceae	84107	family	2115681	2	0	0.0
Cryptobacterium	84162	genus	1617804	1	0	0.0
Sphingobacteriaceae	84566	family	5001562	3	0	0.0
Aeromonadaceae	84642	family	5684342	2	0	0.0
Acidimicrobiia	84992	class	3494169	4	0	0.0
Acidimicrobiales	84993	order	3494169	21	0	0.0
Acidimicrobiaceae	84994	family	2158157	1	0	0.0
Rubrobacteria	84995	class	3225748	6	0	0.0
Rubrobacterales	84996	order	3225748	21	0	0.0
Rubrobacteraceae	84997	family	3225748	2	0	0.0
Coriobacteriia	84998	class	2427001	26	0	0.0
Coriobacteriales	84999	order	1903794	34	0	0.0
Sphaerobacterales	85001	order	3993764	1	0	0.0
Bifidobacteriales	85004	order	2593741	3	0	0.0
Micrococcales	85006	order	3827208	244	1	0.0
Corynebacteriales	85007	order	5215365	94	0	0.0
Micromonosporales	85008	order	7309173	1	0	0.0
Propionibacteriales	85009	order	3142856	32	0	0.0
Pseudonocardiales	85010	order	9441254	1	0	0.0
Streptomycetales	85011	order	9677174	7	0	0.0
Streptosporangiales	85012	order	6364076	5	0	0.0
Nocardioidaceae	85015	family	5978097	71	0	0.0
Cellulomonadaceae	85016	family	3971988	12	0	0.0
Promicromonosporaceae	85017	family	3655364	15	0	0.0
Dermatophilaceae	85018	family	0	1	0	0.0
Dermabacteraceae	85020	family	3614992	5	0	0.0
Intrasporangiaceae	85021	family	3722328	24	0	0.0
Jonesiaceae	85022	family	2749646	1	0	0.0
Microbacteriaceae	85023	family	4437172	74	0	0.0
Nocardiaceae	85025	family	7002200	26	0	0.0
Gordoniaceae	85026	family	5567155	8	0	0.0
Tsukamurellaceae	85028	family	4479724	2	0	0.0
Dietziaceae	85029	family	0	5	0	0.0
Geodermatophilaceae	85030	family	5098918	15	0	0.0
Nakamurellaceae	85031	family	6060298	3	0	0.0
Acidothermaceae	85032	family	2443540	1	0	0.0
Sporichthyaceae	85033	family	0	3	0	0.0
Glycomycetaceae	85034	family	6841557	2	0	0.0
Helicobacter pylori J99	85963	leaf	3342197	2	0	0.0
Xanthomonas citri pv. malvacearum	86040	leaf	31598519	2	0	0.0
Mogibacterium	86331	genus	0	1	0	0.0
Clostridium pasteurianum BC1	86416	leaf	5044100	5	4	0.0
Gallionellaceae	90627	family	3127780	2	0	0.0
Staphylococcaceae	90964	family	5113878	1	0	0.0
Bacilli	91061	class	4004361	37	0	0.0
Enterobacterales	91347	order	9150247	25	1	0.0
Prochlorococcus marinus str. MIT 9215	93060	leaf	1738790	3	3	0.0
Candidatus Saccharibacteria	95818	phylum	0	78	60	0.0
Desulfococcus oleovorans Hxd3	96561	leaf	3944167	4	4	0.0
Streptomyces coelicolor A3(2)	100226	leaf	17722511	18	0	0.0
Rhodococcus jostii RHA1	101510	leaf	9702737	11	4	0.0
Pseudomonas syringae pv. actinidiae	103796	leaf	39958995	1	0	0.0
Callitrichine gammaherpesvirus 3	106331	species	149696	1	1	0.0
Desulfotalea	109168	genus	3659634	1	0	0.0
Stanieria cyanosphaera PCC 7437	111780	leaf	5544990	3	2	0.0
Desulfurococcales	114380	order	1482130	2	0	0.0
Flavobacteriia	117743	class	2877361	4	0	0.0
Sphingobacteriia	117747	class	5001562	3	0	0.0
Chrysiogenetes	118001	class	2928377	1	0	0.0
Buchnera aphidicola (Rhopalosiphum maidis)	118109	leaf	642929	1	1	0.0
Pleurocapsa sp. PCC 7327	118163	leaf	4986817	4	1	0.0
Brucellaceae	118882	family	4081310	1	0	0.0
Sulfolobaceae	118883	family	2490348	1	0	0.0
Deinococcales	118964	order	3978081	24	0	0.0
Methylobacteriaceae	119045	family	7385556	6	0	0.0
Burkholderiaceae	119060	family	8055234	12	0	0.0
Hydrogenophilales	119069	order	0	2	0	0.0
Persephonella marina EX-H1	123214	leaf	1983966	4	2	0.0
