name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	12	10	0.0
Myxococcales	29	order	9638245	7	0	0.0
Myxococcaceae	31	family	9636120	1	0	0.0
Archangiaceae	39	family	10085598	1	0	0.0
Polyangiaceae	49	family	13907952	2	0	0.0
Planctomycetales	112	order	5733343	3	0	0.0
Spirochaetales	136	order	1876294	1	0	0.0
Spirochaetaceae	137	family	2749897	2	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	1	0	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	2	0	0.0
Rhizobiales	356	order	5410296	20	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	3	2	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	1	1	0.0
Methylococcaceae	403	family	4384317	1	0	0.0
Acetobacteraceae	433	family	3826783	1	0	0.0
Neisseriaceae	481	family	2244925	1	0	0.0
Vibrionaceae	641	family	5610112	1	0	0.0
Pasteurellaceae	712	family	2528486	1	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	2	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	5	1	0.0
Halanaerobiaceae	972	family	2443704	1	0	0.0
Bacteroidetes	976	phylum	3686275	1	0	0.0
Proteobacteria	1224	phylum	6582363	30	0	0.0
Gammaproteobacteria	1236	class	8199621	28	0	0.0
Firmicutes	1239	phylum	3951907	6	0	0.0
Micrococcaceae	1268	family	3809026	11	0	0.0
Streptococcaceae	1300	family	2703668	3	0	0.0
Bacillales	1385	order	5092237	11	0	0.0
Listeria	1637	genus	3154985	1	0	0.0
Corynebacteriaceae	1653	family	2732186	6	0	0.0
Actinobacteria	1760	class	5015669	142	38	0.0
Mycobacteriaceae	1762	family	7116636	10	0	0.0
Streptosporangiaceae	2004	family	10369518	5	0	0.0
Thermomonosporaceae	2012	family	5639016	6	0	0.0
Actinomycetales	2037	order	2376616	4	0	0.0
Actinomycetaceae	2049	family	2376616	58	0	0.0
Streptomycetaceae	2062	family	9677174	32	0	0.0
Pseudonocardiaceae	2070	family	9441254	18	0	0.0
Acholeplasmataceae	2146	family	1183742	1	0	0.0
Methanobacteriaceae	2159	family	1989655	1	0	0.0
Methanothermus	2179	genus	1243342	1	0	0.0
Methanomicrobiales	2191	order	2718447	1	0	0.0
Halobacteriales	2235	order	3677006	5	0	0.0
Thermococcaceae	2259	family	2048998	1	0	0.0
Methanosphaera	2316	genus	1767403	2	0	0.0
Primates	9443	order	0	1	0	0.0
Micromonosporaceae	28056	family	7309173	11	0	0.0
Alphaproteobacteria	28211	class	3925312	34	0	0.0
Betaproteobacteria	28216	class	5609802	15	0	0.0
Deltaproteobacteria	28221	class	5142330	13	0	0.0
Halomonadaceae	28256	family	919058	1	0	0.0
Bifidobacteriaceae	31953	family	2593741	2	0	0.0
Propionibacteriaceae	31957	family	2827829	24	1	0.0
Mollicutes	31969	class	1398080	4	0	0.0
Veillonellaceae	31977	family	2371811	1	0	0.0
Clostridiaceae	31979	family	4509975	1	0	0.0
Rhodobacteraceae	31989	family	4505216	5	0	0.0
Nitrosomonadales	32003	order	3061161	4	0	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	4	0	0.0
Campylobacter sputorum biovar sputorum	32024	leaf	1753386	2	0	0.0
Xanthomonadaceae	32033	family	18116294	3	0	0.0
Chloroflexales	32064	order	5233930	1	0	0.0
Lactobacillaceae	33958	family	2969763	2	0	0.0
Bradyrhizobiaceae	41294	family	6811178	3	0	0.0
Rhodospirillaceae	41295	family	4756441	6	0	0.0
Sphingomonadaceae	41297	family	4220148	3	0	0.0
Rippkaea orientalis PCC 8801	41431	leaf	4787694	1	1	0.0
Thauera aromatica K172	44139	leaf	3711792	2	0	0.0
Verrucomicrobiales	48461	order	2664102	1	0	0.0
Pleurocapsales	52604	order	5265903	1	0	0.0
Mycoplasma edwardii	53558	species	832213	2	1	0.0
Syntrophus aciditrophicus SB	56780	leaf	3179300	1	0	0.0
Nostoc punctiforme PCC 73102	63737	leaf	9059191	1	1	0.0
Thermales	68933	order	2498247	1	0	0.0
Phyllobacteriaceae	69277	family	6950930	2	0	0.0
Desulfuromonadales	69541	order	4166387	6	0	0.0
Hyphomonadaceae	69657	family	3537971	1	0	0.0
Xanthomonas arboricola pv. pruni	69929	leaf	5141998	1	0	0.0
Pseudomonadales	72274	order	7879796	11	0	0.0
Campylobacteraceae	72294	family	2414389	1	0	0.0
Frankiaceae	74712	family	7497934	1	0	0.0
Pseudomonas putida GB-1	76869	leaf	6078430	1	0	0.0
Caulobacteraceae	76892	family	4141461	3	0	0.0
Burkholderiales	80840	order	6876513	44	0	0.0
Comamonadaceae	80864	family	5361178	7	0	0.0
Rhizobiaceae	82115	family	6287308	5	0	0.0
Nocardiopsaceae	83676	family	5543981	7	0	0.0
Kineosporiaceae	83778	family	4956672	3	0	0.0
Coriobacteriaceae	84107	family	2115681	1	0	0.0
Sphingobacteriaceae	84566	family	5001562	1	0	0.0
Aeromonadaceae	84642	family	5684342	2	0	0.0
Acidimicrobiia	84992	class	3494169	1	0	0.0
Acidimicrobiales	84993	order	3494169	4	0	0.0
Rubrobacteria	84995	class	3225748	2	0	0.0
Rubrobacterales	84996	order	3225748	5	0	0.0
Coriobacteriia	84998	class	2427001	5	0	0.0
Coriobacteriales	84999	order	1903794	10	0	0.0
Sphaerobacterales	85001	order	3993764	1	0	0.0
Bifidobacteriales	85004	order	2593741	1	0	0.0
Micrococcales	85006	order	3827208	51	0	0.0
Corynebacteriales	85007	order	5215365	32	0	0.0
Propionibacteriales	85009	order	3142856	8	0	0.0
Pseudonocardiales	85010	order	9441254	1	0	0.0
Streptomycetales	85011	order	9677174	3	0	0.0
Streptosporangiales	85012	order	6364076	6	0	0.0
Frankiales	85013	order	7497934	1	0	0.0
Nocardioidaceae	85015	family	5978097	18	0	0.0
Cellulomonadaceae	85016	family	3971988	1	0	0.0
Promicromonosporaceae	85017	family	3655364	4	0	0.0
Brevibacteriaceae	85019	family	0	1	0	0.0
Dermabacteraceae	85020	family	3614992	3	0	0.0
Intrasporangiaceae	85021	family	3722328	6	0	0.0
Microbacteriaceae	85023	family	4437172	23	0	0.0
Nocardiaceae	85025	family	7002200	3	0	0.0
Gordoniaceae	85026	family	5567155	1	0	0.0
Dietziaceae	85029	family	0	2	0	0.0
Geodermatophilaceae	85030	family	5098918	4	0	0.0
Nakamurellaceae	85031	family	6060298	1	0	0.0
Sporichthyaceae	85033	family	0	1	0	0.0
Glycomycetaceae	85034	family	6841557	1	0	0.0
