name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	19	12	0.0
Myxococcales	29	order	9638245	35	0	0.0
Archangiaceae	39	family	10085598	1	0	0.0
Planctomycetales	112	order	5733343	4	0	0.0
Planctomycetaceae	126	family	5733343	1	0	0.0
Spirochaetales	136	order	1876294	3	0	0.0
Spirochaetaceae	137	family	2749897	9	0	0.0
Leptospiraceae	170	family	5274184	1	0	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	2	0	0.0
Rhizobiales	356	order	5410296	80	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	2	0	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	2	2	0.0
Methylococcaceae	403	family	4384317	3	0	0.0
Acetobacteraceae	433	family	3826783	6	0	0.0
Moraxellaceae	468	family	3943545	3	0	0.0
Neisseriaceae	481	family	2244925	19	0	0.0
Alcaligenaceae	506	family	4354306	16	0	0.0
Enterobacteriaceae	543	family	10341043	11	0	0.0
Vibrionaceae	641	family	5610112	1	0	0.0
Pasteurellaceae	712	family	2528486	6	1	0.0
Rickettsiales	766	order	1302079	1	0	0.0
Cardiobacteriaceae	868	family	1389350	1	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	4	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	4	1	0.0
Bacteroidetes	976	phylum	3686275	7	0	0.0
Chromatiaceae	1046	family	3825215	6	0	0.0
Cyanobacteria	1117	phylum	4896702	8	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	1	0	0.0
Oscillatoriales	1150	order	7831139	1	0	0.0
Proteobacteria	1224	phylum	6582363	86	0	0.0
Gammaproteobacteria	1236	class	8199621	87	0	0.0
Firmicutes	1239	phylum	3951907	19	0	0.0
Micrococcaceae	1268	family	3809026	25	0	0.0
Streptococcaceae	1300	family	2703668	12	0	0.0
Bacillales	1385	order	5092237	16	0	0.0
Corynebacteriaceae	1653	family	2732186	21	0	0.0
Actinobacteria	1760	class	5015669	356	87	0.0
Mycobacteriaceae	1762	family	7116636	33	0	0.0
Streptosporangiaceae	2004	family	10369518	6	0	0.0
Thermomonosporaceae	2012	family	5639016	7	0	0.0
Actinomycetales	2037	order	2376616	7	0	0.0
Actinomycetaceae	2049	family	2376616	148	0	0.0
Streptomycetaceae	2062	family	9677174	81	0	0.0
Pseudonocardiaceae	2070	family	9441254	41	0	0.0
Mycoplasmatales	2085	order	1430664	2	0	0.0
Mycoplasmataceae	2092	family	1430664	1	0	0.0
Methanobacteriales	2158	order	1865270	1	0	0.0
Methanobacteriaceae	2159	family	1989655	1	0	0.0
Methanothermus	2179	genus	1243342	1	0	0.0
Methanococcales	2182	order	1713539	1	0	0.0
Methanococcaceae	2183	family	1747756	1	0	0.0
Methanomicrobiales	2191	order	2718447	1	0	0.0
Methanosarcinaceae	2206	family	3999502	1	0	0.0
Halobacteriales	2235	order	3677006	4	0	0.0
Halobacteriaceae	2236	family	2979478	1	0	0.0
Thermococcaceae	2259	family	2048998	1	0	0.0
Methanosphaera	2316	genus	1767403	3	0	0.0
Candidatus Sodalis pierantonius str. SOPE	2342	leaf	4513140	3	2	0.0
Myoviridae	10662	family	132960	1	0	0.0
Micromonosporaceae	28056	family	7309173	22	0	0.0
Alphaproteobacteria	28211	class	3925312	70	1	0.0
Betaproteobacteria	28216	class	5609802	69	0	0.0
Deltaproteobacteria	28221	class	5142330	24	0	0.0
Halomonadaceae	28256	family	919058	7	0	0.0
Bifidobacteriaceae	31953	family	2593741	17	0	0.0
Propionibacteriaceae	31957	family	2827829	49	0	0.0
Mollicutes	31969	class	1398080	4	0	0.0
Veillonellaceae	31977	family	2371811	2	0	0.0
Clostridiaceae	31979	family	4509975	3	0	0.0
Rhodobacteraceae	31989	family	4505216	33	0	0.0
Methylocystaceae	31993	family	5183433	3	0	0.0
Nitrosomonadales	32003	order	3061161	17	0	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	13	0	0.0
Methylophilaceae	32011	family	2915241	5	0	0.0
Campylobacter sputorum biovar sputorum	32024	leaf	1753386	2	0	0.0
Xanthomonadaceae	32033	family	18116294	30	0	0.0
Chloroflexia	32061	class	5233930	2	0	0.0
Chloroflexales	32064	order	5233930	1	0	0.0
Entomoplasmataceae	33925	family	1097968	1	0	0.0
Lactobacillaceae	33958	family	2969763	4	0	0.0
Melissococcus	33969	genus	2059558	1	0	0.0
Mammalia	40674	class	0	2	0	0.0
Bradyrhizobiaceae	41294	family	6811178	5	0	0.0
Rhodospirillaceae	41295	family	4756441	10	0	0.0
Sphingomonadaceae	41297	family	4220148	13	0	0.0
Rippkaea orientalis PCC 8801	41431	leaf	4787694	1	1	0.0
Salmonella enterica subsp. arizonae serovar 62:z4,z23:-	41514	leaf	4600800	1	1	0.0
Thauera aromatica K172	44139	leaf	3711792	13	4	0.0
Moorella	44260	genus	2628784	2	0	0.0
Hyphomicrobiaceae	45401	family	3812969	4	0	0.0
Beijerinckiaceae	45404	family	4362023	2	0	0.0
Halobacillus	45667	genus	4170008	1	0	0.0
Flavobacteriaceae	49546	family	3488032	3	0	0.0
Mycoplasma edwardii	53558	species	832213	1	0	0.0
Pseudomonas amygdali pv. lachrymans	53707	leaf	6009235	2	0	0.0
Syntrophus aciditrophicus SB	56780	leaf	3179300	3	2	0.0
Salmonella enterica subsp. enterica serovar Anatum	58712	leaf	72270730	3	0	0.0
Prochlorococcus marinus str. NATL2A	59920	leaf	1842899	2	1	0.0
Acinetobacter baylyi ADP1	62977	leaf	3598621	1	1	0.0
Nostoc punctiforme PCC 73102	63737	leaf	9059191	1	1	0.0
Halobacterium salinarum NRC-1	64091	leaf	2571010	1	0	0.0
Gloeothece citriformis PCC 7424	65393	leaf	6554169	2	0	0.0
Bacillus clausii KSM-K16	66692	leaf	4303871	2	0	0.0
Thermodesulfobacteria	67799	class	1906882	1	0	0.0
Thermoanaerobacterales	68295	order	2730087	1	0	0.0
Thermales	68933	order	2498247	6	0	0.0
Phyllobacteriaceae	69277	family	6950930	3	0	0.0
Desulfuromonadales	69541	order	4166387	22	0	0.0
Hyphomonadaceae	69657	family	3537971	2	0	0.0
Xanthomonas arboricola pv. pruni	69929	leaf	5141998	6	1	0.0
Macrococcus	69965	genus	2219737	1	0	0.0
Pseudomonadales	72274	order	7879796	37	0	0.0
Alteromonadaceae	72275	family	4602231	4	0	0.0
Ectothiorhodospiraceae	72276	family	3152919	8	0	0.0
Campylobacteraceae	72294	family	2414389	2	0	0.0
Prochlorococcus marinus str. MIT 9312	74546	leaf	1709204	1	0	0.0
Frankiaceae	74712	family	7497934	5	0	0.0
Thiomonas intermedia K12	75379	leaf	3462095	10	5	0.0
Oxalobacteraceae	75682	family	4943362	16	0	0.0
Rhodocyclaceae	75787	family	4267117	18	0	0.0
Aromatoleum aromaticum EbN1	76114	leaf	4727255	3	2	0.0
Pseudomonas putida GB-1	76869	leaf	6078430	1	0	0.0
Caulobacteraceae	76892	family	4141461	6	0	0.0
Xanthobacter autotrophicus Py2	78245	leaf	5625098	2	2	0.0
Methanothermobacter marburgensis str. Marburg	79929	leaf	1639135	1	0	0.0
Burkholderiales	80840	order	6876513	202	8	0.0
Comamonadaceae	80864	family	5361178	156	20	0.0
Rhizobiaceae	82115	family	6287308	8	0	0.0
Nocardiopsaceae	83676	family	5543981	10	0	0.0
Kineosporiaceae	83778	family	4956672	10	0	0.0
Coriobacteriaceae	84107	family	2115681	3	0	0.0
Aeromonadaceae	84642	family	5684342	1	0	0.0
Acidimicrobiia	84992	class	3494169	2	0	0.0
Acidimicrobiales	84993	order	3494169	9	0	0.0
Acidimicrobiaceae	84994	family	2158157	1	0	0.0
Rubrobacteria	84995	class	3225748	5	0	0.0
Rubrobacterales	84996	order	3225748	11	0	0.0
Coriobacteriia	84998	class	2427001	7	0	0.0
Coriobacteriales	84999	order	1903794	9	0	0.0
Sphaerobacterales	85001	order	3993764	1	0	0.0
Micrococcales	85006	order	3827208	145	1	0.0
Corynebacteriales	85007	order	5215365	56	0	0.0
Micromonosporales	85008	order	7309173	1	0	0.0
Propionibacteriales	85009	order	3142856	24	0	0.0
Streptomycetales	85011	order	9677174	4	0	0.0
Streptosporangiales	85012	order	6364076	8	0	0.0
Nocardioidaceae	85015	family	5978097	43	0	0.0
Cellulomonadaceae	85016	family	3971988	7	0	0.0
Promicromonosporaceae	85017	family	3655364	13	0	0.0
Brevibacteriaceae	85019	family	0	3	0	0.0
Dermabacteraceae	85020	family	3614992	5	0	0.0
Intrasporangiaceae	85021	family	3722328	14	0	0.0
Microbacteriaceae	85023	family	4437172	43	0	0.0
Nocardiaceae	85025	family	7002200	13	0	0.0
Gordoniaceae	85026	family	5567155	2	0	0.0
Dietziaceae	85029	family	0	5	0	0.0
Geodermatophilaceae	85030	family	5098918	4	0	0.0
Nakamurellaceae	85031	family	6060298	1	0	0.0
Acidothermaceae	85032	family	2443540	1	0	0.0
Sporichthyaceae	85033	family	0	2	0	0.0
Glycomycetaceae	85034	family	6841557	1	0	0.0
Mogibacterium	86331	genus	0	1	0	0.0
Clostridium pasteurianum BC1	86416	leaf	5044100	1	0	0.0
Gallionellaceae	90627	family	3127780	7	0	0.0
Staphylococcaceae	90964	family	5113878	4	0	0.0
Bacilli	91061	class	4004361	29	0	0.0
Enterobacterales	91347	order	9150247	32	0	0.0
