name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	5	5	0.0
Myxococcales	29	order	9638245	8	0	0.0
Planctomycetales	112	order	5733343	2	0	0.0
Spirochaetaceae	137	family	2749897	3	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	1	1	0.0
Rhizobiales	356	order	5410296	18	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1	0	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	1	1	0.0
Moraxellaceae	468	family	3943545	2	0	0.0
Neisseriaceae	481	family	2244925	2	0	0.0
Alcaligenaceae	506	family	4354306	2	0	0.0
Enterobacteriaceae	543	family	10341043	4	0	0.0
Rickettsiales	766	order	1302079	1	0	0.0
Butyrivibrio	830	genus	4404886	1	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	3	0	0.0
Halanaerobiaceae	972	family	2443704	1	0	0.0
Bacteroidetes	976	phylum	3686275	1	0	0.0
Chromatiaceae	1046	family	3825215	1	0	0.0
Cyanobacteria	1117	phylum	4896702	2	0	0.0
Proteobacteria	1224	phylum	6582363	15	0	0.0
Gammaproteobacteria	1236	class	8199621	15	0	0.0
Firmicutes	1239	phylum	3951907	4	0	0.0
Micrococcaceae	1268	family	3809026	8	0	0.0
Streptococcaceae	1300	family	2703668	2	0	0.0
Bacillus thuringiensis serovar morrisoni	1441	leaf	6179896	1	0	0.0
Corynebacteriaceae	1653	family	2732186	1	0	0.0
Actinobacteria	1760	class	5015669	92	28	0.0
Mycobacteriaceae	1762	family	7116636	5	0	0.0
Streptosporangiaceae	2004	family	10369518	2	0	0.0
Thermomonosporaceae	2012	family	5639016	1	0	0.0
Actinomycetales	2037	order	2376616	5	0	0.0
Actinomycetaceae	2049	family	2376616	34	0	0.0
Streptomycetaceae	2062	family	9677174	14	0	0.0
Pseudonocardiaceae	2070	family	9441254	7	0	0.0
Methanobacteriaceae	2159	family	1989655	2	0	0.0
Methanothermus	2179	genus	1243342	1	0	0.0
Methanosarcinaceae	2206	family	3999502	2	0	0.0
Thermococcaceae	2259	family	2048998	1	0	0.0
Methanosphaera	2316	genus	1767403	1	0	0.0
Micromonosporaceae	28056	family	7309173	5	0	0.0
Alphaproteobacteria	28211	class	3925312	22	0	0.0
Betaproteobacteria	28216	class	5609802	11	0	0.0
Deltaproteobacteria	28221	class	5142330	11	0	0.0
Halomonadaceae	28256	family	919058	2	0	0.0
Bacillus thuringiensis serovar galleriae	29338	leaf	6742233	1	0	0.0
Bifidobacteriaceae	31953	family	2593741	3	0	0.0
Propionibacteriaceae	31957	family	2827829	15	0	0.0
Mollicutes	31969	class	1398080	2	0	0.0
Veillonellaceae	31977	family	2371811	1	0	0.0
Clostridiaceae	31979	family	4509975	1	0	0.0
Rhodobacteraceae	31989	family	4505216	4	0	0.0
Nitrosomonadales	32003	order	3061161	3	0	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	1	1	0.0
Xanthomonadaceae	32033	family	18116294	1	0	0.0
Bradyrhizobiaceae	41294	family	6811178	1	0	0.0
Rhodospirillaceae	41295	family	4756441	1	0	0.0
Sphingomonadaceae	41297	family	4220148	1	0	0.0
Thauera aromatica K172	44139	leaf	3711792	1	0	0.0
Verrucomicrobiales	48461	order	2664102	2	0	0.0
Syntrophus aciditrophicus SB	56780	leaf	3179300	1	1	0.0
Salmonella enterica subsp. houtenae serovar Houten	58100	leaf	4624613	1	0	0.0
Nostoc punctiforme PCC 73102	63737	leaf	9059191	1	1	0.0
Halobacterium salinarum NRC-1	64091	leaf	2571010	1	0	0.0
