name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	25	22	0.0
Myxococcales	29	order	9638245	38	0	0.0
Myxococcaceae	31	family	9636120	4	0	0.0
Archangiaceae	39	family	10085598	6	0	0.0
Polyangiaceae	49	family	13907952	1	0	0.0
Planctomycetales	112	order	5733343	4	0	0.0
Spirochaetales	136	order	1876294	4	0	0.0
Spirochaetaceae	137	family	2749897	2	0	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	1	0	0.0
Rhizobiales	356	order	5410296	114	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	6	1	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	2	1	0.0
Methylococcaceae	403	family	4384317	8	0	0.0
Acetobacteraceae	433	family	3826783	14	0	0.0
Moraxellaceae	468	family	3943545	7	0	0.0
Neisseriaceae	481	family	2244925	73	0	0.0
Alcaligenaceae	506	family	4354306	63	0	0.0
Enterobacteriaceae	543	family	10341043	34	0	0.0
Vibrionaceae	641	family	5610112	1	0	0.0
Pasteurellaceae	712	family	2528486	12	2	0.0
Rickettsiales	766	order	1302079	1	0	0.0
Cardiobacteriaceae	868	family	1389350	1	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	4	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	9	3	0.0
Bacteroidetes	976	phylum	3686275	5	0	0.0
Chromatiaceae	1046	family	3825215	15	0	0.0
Cyanobacteria	1117	phylum	4896702	2	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	1	1	0.0
Oscillatoriales	1150	order	7831139	1	0	0.0
Proteobacteria	1224	phylum	6582363	119	0	0.0
Gammaproteobacteria	1236	class	8199621	196	0	0.0
Firmicutes	1239	phylum	3951907	15	0	0.0
Micrococcaceae	1268	family	3809026	47	0	0.0
Streptococcaceae	1300	family	2703668	12	0	0.0
Bacillales	1385	order	5092237	26	0	0.0
Bacillus thuringiensis serovar israelensis	1430	leaf	6700047	1	0	0.0
Bacillus thuringiensis serovar morrisoni	1441	leaf	6179896	1	1	0.0
Listeria	1637	genus	3154985	1	0	0.0
Corynebacteriaceae	1653	family	2732186	19	0	0.0
Actinobacteria	1760	class	5015669	484	119	0.0
Mycobacteriaceae	1762	family	7116636	35	0	0.0
Streptosporangiaceae	2004	family	10369518	5	0	0.0
Thermomonosporaceae	2012	family	5639016	7	0	0.0
Actinomycetales	2037	order	2376616	14	0	0.0
Actinomycetaceae	2049	family	2376616	170	0	0.0
Streptomycetaceae	2062	family	9677174	87	0	0.0
Pseudonocardiaceae	2070	family	9441254	47	0	0.0
Mycoplasmatales	2085	order	1430664	2	0	0.0
Mycoplasmataceae	2092	family	1430664	2	0	0.0
Spiroplasmataceae	2131	family	1300182	1	0	0.0
Methanobacteriales	2158	order	1865270	1	0	0.0
Methanobacteriaceae	2159	family	1989655	1	0	0.0
Methanothermus	2179	genus	1243342	1	0	0.0
Methanococcales	2182	order	1713539	1	0	0.0
Archaeoglobales	2231	order	2038875	1	0	0.0
Halobacteriales	2235	order	3677006	1	0	0.0
Thermoplasmatales	2301	order	1657704	2	0	0.0
Candidatus Sodalis pierantonius str. SOPE	2342	leaf	4513140	3	1	0.0
Vagococcus	2737	genus	0	1	0	0.0
Primates	9443	order	0	2	0	0.0
Siphoviridae	10699	family	54846	2	0	0.0
Clostridium phage c-st	12336	species	185683	1	1	0.0
Dactylococcopsis salina PCC 8305	13035	leaf	3781008	2	2	0.0
Micromonosporaceae	28056	family	7309173	23	0	0.0
Alphaproteobacteria	28211	class	3925312	137	0	0.0
Betaproteobacteria	28216	class	5609802	156	0	0.0
Deltaproteobacteria	28221	class	5142330	35	0	0.0
Halomonadaceae	28256	family	919058	26	0	0.0
