name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	12	10	0.0
Myxococcales	29	order	9638245	17	0	0.0
Vitreoscilla	59	genus	0	1	0	0.0
Lysobacter	68	genus	0	2	0	0.0
Hyphomicrobium	81	genus	3700497	1	0	0.0
Leptothrix	88	genus	4909403	2	0	0.0
Ancylobacter	99	genus	0	1	0	0.0
Spirosoma	107	genus	0	1	0	0.0
Planctomycetales	112	order	5733343	1	0	0.0
Planctomycetaceae	126	family	5733343	1	0	0.0
Spirochaetales	136	order	1876294	4	0	0.0
Spirochaetaceae	137	family	2749897	2	0	0.0
Borrelia	138	genus	1176628	1	0	0.0
Treponema	157	genus	2490077	3	2	0.0
Leptospirillum	179	genus	2432093	1	0	0.0
Aquaspirillum	187	genus	0	1	0	0.0
Azospirillum	191	genus	7223069	2	0	0.0
Campylobacter	194	genus	2403822	9	7	0.0
Helicobacter	209	genus	1715890	2	0	0.0
Achromobacter	222	genus	7359146	9	0	0.0
Brucella	234	genus	4039663	1	1	0.0
Flavobacterium	237	genus	3461015	4	0	0.0
Paracoccus	265	genus	5054656	2	0	0.0
Comamonas	283	genus	5461687	1	0	0.0
Pseudomonas	286	genus	9017316	33	2	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	1	0	0.0
Xanthomonas	338	genus	23419814	4	0	0.0
Rhizobiales	356	order	5410296	34	0	0.0
Agrobacterium	357	genus	6422834	1	0	0.0
Bradyrhizobium	374	genus	11894480	4	1	0.0
Rhizobium	379	genus	8184003	4	0	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1	1	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	2	0	0.0
Methylococcaceae	403	family	4384317	3	0	0.0
Methylobacterium	407	genus	7144985	4	0	0.0
Methylococcus	413	genus	3304561	2	0	0.0
Methylomonas	416	genus	5051681	2	0	0.0
Acetobacteraceae	433	family	3826783	3	0	0.0
Legionellaceae	444	family	10525492	1	0	0.0
Moraxellaceae	468	family	3943545	1	0	0.0
Acinetobacter	469	genus	4126830	1	0	0.0
Neisseriaceae	481	family	2244925	10	0	0.0
Neisseria	482	genus	2223758	85	41	0.0
Alcaligenaceae	506	family	4354306	6	0	0.0
Bordetella	517	genus	4536693	10	0	0.0
Chromobacterium	535	genus	4751080	5	0	0.0
Eikenella	538	genus	0	6	0	0.0
Enterobacteriaceae	543	family	10341043	8	0	0.0
Citrobacter	544	genus	5276819	5	1	0.0
Enterobacter	547	genus	11028548	5	1	0.0
Erwinia	551	genus	4250482	2	0	0.0
Klebsiella	570	genus	12784449	1	0	0.0
Salmonella	590	genus	11699879	1	0	0.0
Serratia	613	genus	5012487	5	1	0.0
Yersinia	629	genus	6072098	2	0	0.0
Aeromonas	642	genus	5822658	6	1	0.0
Vibrio	662	genus	5583206	3	1	0.0
Pasteurellaceae	712	family	2528486	2	0	0.0
Haemophilus	724	genus	2428729	1	0	0.0
Pasteurella	745	genus	2875151	1	0	0.0
Bacteroides	816	genus	5275069	5	1	0.0
Porphyromonas	836	genus	2657841	2	0	0.0
Prevotella	838	genus	3023914	6	2	0.0
Fusobacterium	848	genus	3161642	4	0	0.0
Desulfovibrio	872	genus	3919658	7	1	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	5	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	4	1	0.0
Desulfobulbus	893	genus	0	2	0	0.0
Desulfococcus	896	genus	3944167	1	0	0.0
Acidaminococcus	904	genus	2408767	3	0	0.0
Megasphaera	906	genus	2491645	3	0	0.0
Anaplasmataceae	942	family	1284438	2	0	0.0
Herbaspirillum	963	genus	5363540	6	0	0.0
Selenomonas	970	genus	3100147	4	0	0.0
Bacteroidetes	976	phylum	3686275	6	0	0.0
Saprospira	1007	genus	4400185	1	0	0.0
Capnocytophaga	1016	genus	2592165	17	8	0.0
Chromatiaceae	1046	family	3825215	6	0	0.0
Prosthecochloris	1101	genus	2579695	1	0	0.0
Cyanobacteria	1117	phylum	4896702	2	0	0.0
Synechococcus	1129	genus	2744871	1	0	0.0
Proteobacteria	1224	phylum	6582363	39	0	0.0
Gammaproteobacteria	1236	class	8199621	42	0	0.0
Firmicutes	1239	phylum	3951907	9	0	0.0
Ruminococcus	1263	genus	4482087	1	0	0.0
Micrococcaceae	1268	family	3809026	9	0	0.0
Micrococcus	1269	genus	4996790	3	0	0.0
Staphylococcus	1279	genus	5162113	2	0	0.0
Streptococcaceae	1300	family	2703668	9	0	0.0
Streptococcus	1301	genus	2347233	261	183	0.0
Enterococcus	1350	genus	3047520	3	0	0.0
Gemella	1378	genus	0	10	0	0.0
Bacillales	1385	order	5092237	9	0	0.0
Bacillus	1386	genus	6141499	7	3	0.0
Bacillus thuringiensis serovar tolworthi	1442	leaf	6870591	1	0	0.0
Clostridium	1485	genus	4654291	8	0	0.0
Clavibacter	1573	genus	5099992	1	0	0.0
Lactobacillus	1578	genus	3009630	7	0	0.0
Erysipelothrix	1647	genus	1770425	1	0	0.0
Kurthia	1649	genus	0	2	0	0.0
Corynebacteriaceae	1653	family	2732186	8	0	0.0
Actinomyces	1654	genus	2811991	214	65	0.0
Arthrobacter	1663	genus	0	8	0	0.0
Bifidobacterium	1678	genus	2688194	9	0	0.0
Brevibacterium	1696	genus	0	2	0	0.0
Cellulomonas	1707	genus	3971988	8	0	0.0
Corynebacterium	1716	genus	2732186	39	7	0.0
Eubacterium	1730	genus	0	3	0	0.0
Propionibacterium	1743	genus	2646865	5	0	0.0
Thermoanaerobacter	1754	genus	2526854	1	0	0.0
Actinobacteria	1760	class	5015669	176	55	0.0
Mycobacteriaceae	1762	family	7116636	12	0	0.0
Mycobacterium	1763	genus	7259758	11	1	0.0
Amycolatopsis	1813	genus	12051167	3	0	0.0
Nocardia	1817	genus	7567967	5	0	0.0
Rhodococcus	1827	genus	6750748	7	0	0.0
Saccharopolyspora	1835	genus	8212805	1	0	0.0
Nocardioides	1839	genus	4376707	9	0	0.0
Pseudonocardia	1847	genus	7303989	2	0	0.0
Actinopolyspora	1849	genus	0	1	0	0.0
Saccharomonospora	1851	genus	4308349	1	0	0.0
Frankia	1854	genus	7497934	1	0	0.0
Geodermatophilus	1860	genus	5322497	1	0	0.0
Actinoplanes	1865	genus	8812229	1	0	0.0
Micromonospora	1873	genus	7025559	2	0	0.0
Streptomyces	1883	genus	9710281	64	3	0.0
Streptosporangium	2000	genus	10369518	1	0	0.0
Streptosporangiaceae	2004	family	10369518	4	0	0.0
Thermomonosporaceae	2012	family	5639016	2	0	0.0
Thermomonospora	2019	genus	5639016	1	0	0.0
Kibdelosporangium	2029	genus	0	1	0	0.0
Curtobacterium	2034	genus	3933752	2	0	0.0
Actinomycetales	2037	order	2376616	1	0	0.0
Tropheryma	2038	genus	926620	2	0	0.0
Aeromicrobium	2040	genus	0	1	0	0.0
Actinomycetaceae	2049	family	2376616	76	0	0.0
Gordonia	2053	genus	5567155	6	0	0.0
Tsukamurella	2060	genus	4479724	1	0	0.0
Streptomycetaceae	2062	family	9677174	31	0	0.0
Kitasatospora	2063	genus	8783278	1	0	0.0
Pseudonocardiaceae	2070	family	9441254	20	0	0.0
Saccharothrix	2071	genus	9360653	1	0	0.0
Mycoplasmatales	2085	order	1430664	1	0	0.0
Mycoplasmataceae	2092	family	1430664	1	0	0.0
Mycoplasma	2093	genus	1460880	3	0	0.0
Ureaplasma	2129	genus	959299	1	0	0.0
Spiroplasmataceae	2131	family	1300182	1	0	0.0
Methanobacteriales	2158	order	1865270	2	0	0.0
Methanobacterium	2160	genus	0	4	0	0.0
Methanobrevibacter	2172	genus	2395181	9	0	0.0
Methanococcales	2182	order	1713539	1	0	0.0
Thermococcaceae	2259	family	2048998	1	0	0.0
Methanosphaera	2316	genus	1767403	1	0	0.0
Haliscomenobacter	2349	genus	8771651	1	0	0.0
Cardiobacterium	2717	genus	0	2	0	0.0
Marinobacter	2742	genus	4384621	4	0	0.0
Halomonas	2745	genus	4061825	4	0	0.0
Carnobacterium	2747	genus	3073765	1	0	0.0
Acidovorax	12916	genus	4877171	9	0	0.0
Azoarcus	12960	genus	0	7	0	0.0
Sphingomonas	13687	genus	5564099	5	0	0.0
Micromonosporaceae	28056	family	7309173	11	0	0.0
Rhodoferax	28065	genus	4969784	1	0	0.0
Rubrivivax	28067	genus	5043253	1	0	0.0
Sinorhizobium	28105	genus	7002340	1	0	0.0
Arcobacter	28196	genus	2367959	1	0	0.0
Alphaproteobacteria	28211	class	3925312	45	0	0.0
Betaproteobacteria	28216	class	5609802	32	0	0.0
Deltaproteobacteria	28221	class	5142330	9	0	0.0
Geobacter	28231	genus	4227210	1	0	0.0
Halomonadaceae	28256	family	919058	4	0	0.0
Sphingobacterium	28453	genus	0	1	0	0.0
Thermoanaerobacterium	28895	genus	2738128	1	0	0.0
Veillonella	29465	genus	2132142	1	0	0.0
Epsilonproteobacteria	29547	class	2091053	1	0	0.0
Janthinobacterium	29580	genus	5949001	1	0	0.0
Bifidobacteriaceae	31953	family	2593741	11	0	0.0
Propionibacteriaceae	31957	family	2827829	15	0	0.0
Mollicutes	31969	class	1398080	1	0	0.0
Veillonellaceae	31977	family	2371811	1	0	0.0
Clostridiaceae	31979	family	4509975	6	0	0.0
Rhodobacteraceae	31989	family	4505216	7	0	0.0
Nitrosomonadales	32003	order	3061161	10	0	0.0
Burkholderia	32008	genus	8385645	11	1	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	3	0	0.0
Campylobacter sputorum biovar sputorum	32024	leaf	1753386	2	0	0.0
Xanthomonadaceae	32033	family	18116294	16	0	0.0
Chloroflexales	32064	order	5233930	1	0	0.0
Leptotrichia	32067	genus	2465610	27	16	0.0
Aquificales	32069	order	2003158	2	0	0.0
Rothia	32207	genus	2385314	1	0	0.0
Halothermothrix	32636	genus	2578146	1	0	0.0
Phascolarctobacterium	33024	genus	2550003	2	0	0.0
Thauera	33057	genus	3711792	5	0	0.0
Coriobacterium	33870	genus	2115681	1	0	0.0
Agromyces	33877	genus	0	2	0	0.0
Microbacterium	33882	genus	3982034	12	0	0.0
Rathayibacter	33886	genus	4359758	1	0	0.0
Lactobacillaceae	33958	family	2969763	2	0	0.0
Kineococcus	33981	genus	4956672	1	0	0.0
Rhodovulum	34008	genus	4347929	1	0	0.0
Rahnella	34037	genus	5656799	1	0	0.0
Variovorax	34072	genus	6817856	9	0	0.0
Blattabacterium	34098	genus	625383	1	0	0.0
Sphaerotilus	34102	genus	4430992	4	0	0.0
Dermabacter	36739	genus	0	1	0	0.0
Dietzia	37914	genus	0	1	0	0.0
Dialister	39948	genus	0	1	0	0.0
Stenotrophomonas	40323	genus	4684682	7	0	0.0
Brevundimonas	41275	genus	3445263	2	0	0.0
Bradyrhizobiaceae	41294	family	6811178	1	0	0.0
Rhodospirillaceae	41295	family	4756441	3	0	0.0
Sphingomonadaceae	41297	family	4220148	6	0	0.0
Kutzneria	43356	genus	9874926	1	0	0.0
Brachybacterium	43668	genus	3614992	3	0	0.0
Jonesia	43673	genus	2749646	1	0	0.0
Thauera aromatica K172	44139	leaf	3711792	2	1	0.0
Paenibacillus	44249	genus	8020889	4	0	0.0
Beijerinckiaceae	45404	family	4362023	1	0	0.0
Weissella	46255	genus	1441470	1	0	0.0
Agrococcus	46352	genus	0	1	0	0.0
Devosia	46913	genus	0	1	0	0.0
Leptolyngbya	47251	genus	6946868	2	0	0.0
Hydrogenophaga	47420	genus	0	2	0	0.0
Lautropia	47670	genus	0	3	0	0.0
Verrucomicrobiales	48461	order	2664102	3	0	0.0
Ralstonia	48736	genus	5694356	10	0	0.0
Flavobacteriaceae	49546	family	3488032	4	0	0.0
Acetomicrobium	49894	genus	2160700	1	0	0.0
Polaribacter	52959	genus	0	1	0	0.0
Polaromonas	52972	genus	5366143	1	0	0.0
Pseudoalteromonas	53246	genus	4529238	1	0	0.0
Intrasporangium	53357	genus	4024382	1	0	0.0
Janibacter	53457	genus	0	2	0	0.0
Mycoplasma edwardii	53558	species	832213	1	0	0.0
Xylophilus	54066	genus	0	9	0	0.0
Leucobacter	55968	genus	0	1	0	0.0
Oscillatoria acuminata PCC 6304	56110	leaf	7804270	1	1	0.0
Kocuria	57493	genus	2697540	4	0	0.0
Dermacoccus	57495	genus	0	1	0	0.0
Kytococcus	57499	genus	2785024	1	0	0.0
Salmonella enterica subsp. houtenae serovar Houten	58100	leaf	4624613	1	0	0.0
Sulfitobacter	60136	genus	0	1	0	0.0
Nostoc punctiforme PCC 73102	63737	leaf	9059191	1	0	0.0
Borreliella	64895	genus	1247770	1	0	0.0
Mitsuaria	65047	genus	0	1	0	0.0
Gloeothece citriformis PCC 7424	65393	leaf	6554169	1	1	0.0
Actinoalloteichus	65496	genus	0	1	0	0.0
Thermodesulfobacteria	67799	class	1906882	1	0	0.0
Mesorhizobium	68287	genus	6950930	5	2	0.0
Thermoanaerobacterales	68295	order	2730087	2	0	0.0
Deferribacteres	68337	class	2627038	1	0	0.0
Thermales	68933	order	2498247	6	0	0.0
Phyllobacteriaceae	69277	family	6950930	1	0	0.0
Desulfuromonadales	69541	order	4166387	5	0	0.0
Brenneria	71655	genus	4891702	1	0	0.0
Thiotrichales	72273	order	3605289	2	0	0.0
Pseudomonadales	72274	order	7879796	17	0	0.0
Alteromonadaceae	72275	family	4602231	4	0	0.0
Ectothiorhodospiraceae	72276	family	3152919	4	0	0.0
Campylobacteraceae	72294	family	2414389	1	0	0.0
Tessaracoccus	72763	genus	0	2	0	0.0
Dechloromonas	73029	genus	4501104	4	0	0.0
Frankiaceae	74712	family	7497934	3	0	0.0
Thiomonas intermedia K12	75379	leaf	3462095	3	1	0.0
Oxalobacteraceae	75682	family	4943362	6	0	0.0
Rhodocyclaceae	75787	family	4267117	6	0	0.0
Aromatoleum aromaticum EbN1	76114	leaf	4727255	2	2	0.0
Xanthomonas citri pv. aurantifolii	76802	leaf	20540496	2	0	0.0
