name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	35	29	0.0
Azorhizobium	6	genus	5369772	1	0	0.0
Cellvibrio	10	genus	4576573	3	0	0.0
Shewanella	22	genus	5140018	6	0	0.0
Myxococcales	29	order	9638245	47	0	0.0
Myxococcaceae	31	family	9636120	4	0	0.0
Archangiaceae	39	family	10085598	3	0	0.0
Polyangiaceae	49	family	13907952	3	0	0.0
Chondromyces	50	genus	0	1	0	0.0
Vitreoscilla	59	genus	0	1	0	0.0
Lysobacter	68	genus	0	4	0	0.0
Caulobacter	75	genus	4238499	5	0	0.0
Hyphomicrobium	81	genus	3700497	1	0	0.0
Leptothrix	88	genus	4909403	4	0	0.0
Stella	93	genus	0	1	0	0.0
Planctomycetales	112	order	5733343	5	0	0.0
Planctomyces	118	genus	0	2	0	0.0
Spirochaetales	136	order	1876294	4	0	0.0
Spirochaetaceae	137	family	2749897	3	0	0.0
Spirochaeta	146	genus	2772907	3	0	0.0
Treponema	157	genus	2490077	1	1	0.0
Azospirillum	191	genus	7223069	5	0	0.0
Campylobacter	194	genus	2403822	5	4	0.0
Achromobacter	222	genus	7359146	29	0	0.0
Brucella	234	genus	4039663	1	0	0.0
Paracoccus	265	genus	5054656	4	0	0.0
Thermus	270	genus	2279019	4	0	0.0
Comamonas	283	genus	5461687	4	0	0.0
Pseudomonas	286	genus	9017316	86	4	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	1	0	0.0
Xanthomonas	338	genus	23419814	12	1	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	2	0	0.0
Rhizobiales	356	order	5410296	103	0	0.0
Bradyrhizobium	374	genus	11894480	12	1	0.0
Rhizobium	379	genus	8184003	10	1	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	11	1	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	2	2	0.0
Methylococcaceae	403	family	4384317	3	0	0.0
Methylobacillus	404	genus	2971517	1	0	0.0
Methylobacterium	407	genus	7144985	12	0	0.0
Methylococcus	413	genus	3304561	1	0	0.0
Methylomonas	416	genus	5051681	2	0	0.0
Acetobacteraceae	433	family	3826783	6	0	0.0
Legionella	445	genus	10525492	2	0	0.0
Moraxellaceae	468	family	3943545	4	0	0.0
Moraxella	475	genus	1863286	2	0	0.0
Neisseriaceae	481	family	2244925	32	0	0.0
Neisseria	482	genus	2223758	301	129	0.0
Psychrobacter	497	genus	2875899	1	0	0.0
Alcaligenaceae	506	family	4354306	15	0	0.0
Alcaligenes	507	genus	0	2	0	0.0
Bordetella	517	genus	4536693	25	0	0.0
Acidiphilium	522	genus	4088912	2	0	0.0
Chromobacterium	535	genus	4751080	22	0	0.0
Eikenella	538	genus	0	13	0	0.0
Enterobacteriaceae	543	family	10341043	20	0	0.0
Citrobacter	544	genus	5276819	2	1	0.0
Enterobacter	547	genus	11028548	7	1	0.0
Erwinia	551	genus	4250482	3	0	0.0
Escherichia	561	genus	8380592	1	0	0.0
Hafnia	568	genus	4712721	1	0	0.0
Klebsiella	570	genus	12784449	1	0	0.0
Morganella	581	genus	5836016	1	0	0.0
Proteus	583	genus	3973324	2	0	0.0
Providencia	586	genus	4402109	3	0	0.0
Salmonella	590	genus	11699879	1	0	0.0
Serratia	613	genus	5012487	12	1	0.0
Xenorhabdus	626	genus	4157227	1	0	0.0
Yersinia	629	genus	6072098	3	0	0.0
Edwardsiella	635	genus	3906392	4	1	0.0
Arsenophonus	637	genus	0	2	0	0.0
Vibrionaceae	641	family	5610112	5	0	0.0
Aeromonas	642	genus	5822658	14	2	0.0
Photobacterium	657	genus	6418250	1	0	0.0
Vibrio	662	genus	5583206	5	0	0.0
Pasteurellaceae	712	family	2528486	15	1	0.0
Actinobacillus	713	genus	2346381	4	0	0.0
Haemophilus	724	genus	2428729	14	0	0.0
Pasteurella	745	genus	2875151	1	0	0.0
Bacteroidaceae	815	family	5275069	1	0	0.0
Bacteroides	816	genus	5275069	4	1	0.0
Butyrivibrio	830	genus	4404886	1	0	0.0
Porphyromonas	836	genus	2657841	1	0	0.0
Prevotella	838	genus	3023914	5	0	0.0
Oxalobacter	846	genus	2433653	1	0	0.0
Fusobacterium	848	genus	3161642	16	8	0.0
Cardiobacteriaceae	868	family	1389350	2	0	0.0
Dichelobacter	869	genus	1389350	1	0	0.0
Desulfovibrio	872	genus	3919658	7	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	2	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	12	6	0.0
Desulfococcus	896	genus	3944167	4	0	0.0
Desulfomicrobium	898	genus	3363015	1	0	0.0
Acidaminococcus	904	genus	2408767	1	0	0.0
Megasphaera	906	genus	2491645	1	0	0.0
Nitrosomonas	914	genus	2796959	1	0	0.0
