name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	29	21	0.0
Cellvibrio	10	genus	4576573	1	0	0.0
Pelobacter	18	genus	3953506	1	0	0.0
Shewanella	22	genus	5140018	1	0	0.0
Myxococcales	29	order	9638245	53	0	0.0
Myxococcaceae	31	family	9636120	5	0	0.0
Myxococcus	32	genus	9487953	5	0	0.0
Archangiaceae	39	family	10085598	7	0	0.0
Melittangium	44	genus	9910441	1	0	0.0
Archangium	47	genus	0	1	0	0.0
Polyangiaceae	49	family	13907952	1	0	0.0
Vitreoscilla	59	genus	0	16	0	0.0
Lysobacter	68	genus	0	9	0	0.0
Caulobacter	75	genus	4238499	8	0	0.0
Leptothrix	88	genus	4909403	9	0	0.0
Stella	93	genus	0	1	0	0.0
Gallionella	96	genus	3162471	1	0	0.0
Ancylobacter	99	genus	0	1	0	0.0
Spirosoma	107	genus	0	2	0	0.0
Planctomycetales	112	order	5733343	6	0	0.0
Gemmata	113	genus	0	1	0	0.0
Planctomycetaceae	126	family	5733343	2	0	0.0
Methylocystis	133	genus	0	2	0	0.0
Spirochaetales	136	order	1876294	7	0	0.0
Spirochaetaceae	137	family	2749897	3	0	0.0
Treponema	157	genus	2490077	5	1	0.0
Leptospiraceae	170	family	5274184	1	0	0.0
Aquaspirillum	187	genus	0	7	0	0.0
Azospirillum	191	genus	7223069	8	0	0.0
Campylobacter	194	genus	2403822	4	1	0.0
Helicobacter	209	genus	1715890	1	0	0.0
Achromobacter	222	genus	7359146	43	0	0.0
Alteromonas	226	genus	4609878	1	0	0.0
Brucella	234	genus	4039663	5	1	0.0
Flavobacterium	237	genus	3461015	3	0	0.0
Francisella	262	genus	3767258	2	0	0.0
Paracoccus	265	genus	5054656	6	0	0.0
Thermus	270	genus	2279019	1	0	0.0
Comamonas	283	genus	5461687	30	0	0.0
Pseudomonas	286	genus	9017316	152	11	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	2	0	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	4	0	0.0
Xanthomonas	338	genus	23419814	21	2	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	3	0	0.0
Azotobacter	352	genus	5311796	4	0	0.0
Rhizobiales	356	order	5410296	126	0	0.0
Agrobacterium	357	genus	6422834	4	0	0.0
Bradyrhizobium	374	genus	11894480	8	0	0.0
Rhizobium	379	genus	8184003	12	1	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	4	1	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	4	1	0.0
Methylococcaceae	403	family	4384317	5	0	0.0
Methylobacillus	404	genus	2971517	3	0	0.0
Methylobacterium	407	genus	7144985	11	0	0.0
Acetobacteraceae	433	family	3826783	15	0	0.0
Acetobacter	434	genus	3590557	1	0	0.0
Gluconobacter	441	genus	4181963	3	0	0.0
Legionellaceae	444	family	10525492	1	0	0.0
Moraxellaceae	468	family	3943545	6	0	0.0
Acinetobacter	469	genus	4126830	5	0	0.0
Neisseriaceae	481	family	2244925	55	0	0.0
Neisseria	482	genus	2223758	185	61	0.0
Psychrobacter	497	genus	2875899	2	0	0.0
Thermomicrobium	499	genus	2920744	1	0	0.0
Alcaligenaceae	506	family	4354306	47	0	0.0
Alcaligenes	507	genus	0	4	0	0.0
Bordetella	517	genus	4536693	67	0	0.0
Chromobacterium	535	genus	4751080	35	1	0.0
Eikenella	538	genus	0	14	0	0.0
Enterobacteriaceae	543	family	10341043	28	0	0.0
Citrobacter	544	genus	5276819	9	0	0.0
Enterobacter	547	genus	11028548	6	0	0.0
Erwinia	551	genus	4250482	2	0	0.0
Hafnia	568	genus	4712721	1	0	0.0
Klebsiella	570	genus	12784449	4	0	0.0
Salmonella	590	genus	11699879	1	0	0.0
Serratia	613	genus	5012487	20	0	0.0
Yersinia	629	genus	6072098	1	0	0.0
Edwardsiella	635	genus	3906392	4	0	0.0
Vibrionaceae	641	family	5610112	1	0	0.0
Aeromonas	642	genus	5822658	21	2	0.0
Vibrio	662	genus	5583206	3	0	0.0
Pasteurellaceae	712	family	2528486	7	1	0.0
Haemophilus	724	genus	2428729	3	0	0.0
Bartonellaceae	772	family	1830994	1	0	0.0
Bacteroides	816	genus	5275069	2	1	0.0
Butyrivibrio	830	genus	4404886	1	0	0.0
Porphyromonas	836	genus	2657841	2	0	0.0
Prevotella	838	genus	3023914	6	2	0.0
Fusobacterium	848	genus	3161642	5	3	0.0
Cardiobacteriaceae	868	family	1389350	5	0	0.0
Desulfovibrio	872	genus	3919658	7	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	7	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	9	4	0.0
Desulfuromonas	890	genus	0	2	0	0.0
Desulfobulbus	893	genus	0	2	0	0.0
Desulfococcus	896	genus	3944167	1	0	0.0
Desulfomicrobium	898	genus	3363015	3	0	0.0
Acidaminococcus	904	genus	2408767	2	0	0.0
Megasphaera	906	genus	2491645	2	0	0.0
Nitrobacter	911	genus	4206807	1	0	0.0
Nitrosomonas	914	genus	2796959	1	0	0.0
Thiobacillus	919	genus	2909809	2	0	0.0
Bdellovibrio	958	genus	3359107	1	0	0.0
Herbaspirillum	963	genus	5363540	31	0	0.0
Selenomonas	970	genus	3100147	2	0	0.0
Bacteroidetes	976	phylum	3686275	3	0	0.0
Saprospira	1007	genus	4400185	1	0	0.0
Capnocytophaga	1016	genus	2592165	56	30	0.0
Erythrobacter	1041	genus	3052398	1	0	0.0
Chromatiaceae	1046	family	3825215	9	0	0.0
Rhodobacter	1060	genus	4425548	1	0	0.0
Rhodopseudomonas	1073	genus	5494465	3	0	0.0
Rhodospirillum	1081	genus	4371641	2	0	0.0
Pelodictyon	1099	genus	2691540	1	0	0.0
Cyanobacteria	1117	phylum	4896702	1	0	0.0
Synechococcus	1129	genus	2744871	4	0	0.0
Synechocystis	1142	genus	3570073	1	0	0.0
Oscillatoriales	1150	order	7831139	3	0	0.0
Proteobacteria	1224	phylum	6582363	123	0	0.0
Nitrospira	1234	genus	0	2	0	0.0
Gammaproteobacteria	1236	class	8199621	176	0	0.0
Firmicutes	1239	phylum	3951907	14	0	0.0
Micrococcaceae	1268	family	3809026	30	0	0.0
Micrococcus	1269	genus	4996790	5	0	0.0
Staphylococcus	1279	genus	5162113	1	0	0.0
Deinococcus	1298	genus	4067791	9	0	0.0
Streptococcaceae	1300	family	2703668	2	0	0.0
Streptococcus	1301	genus	2347233	213	173	0.0
Enterococcus	1350	genus	3047520	4	0	0.0
Lactococcus	1357	genus	5471281	1	0	0.0
Gemella	1378	genus	0	2	0	0.0
Bacillales	1385	order	5092237	19	0	0.0
Bacillus	1386	genus	6141499	3	1	0.0
Clostridium	1485	genus	4654291	7	0	0.0
Desulfotomaculum	1562	genus	3489791	2	0	0.0
Sporosarcina	1569	genus	0	2	0	0.0
Clavibacter	1573	genus	5099992	2	0	0.0
Lactobacillus	1578	genus	3009630	6	0	0.0
Listeria	1637	genus	3154985	2	0	0.0
Erysipelothrix	1647	genus	1770425	3	0	0.0
Corynebacteriaceae	1653	family	2732186	15	0	0.0
Actinomyces	1654	genus	2811991	457	163	0.0
Arthrobacter	1663	genus	0	11	0	0.0
Bifidobacterium	1678	genus	2688194	21	1	0.0
Brevibacterium	1696	genus	0	7	0	0.0
Cellulomonas	1707	genus	3971988	19	0	0.0
Corynebacterium	1716	genus	2732186	62	7	0.0
Eubacterium	1730	genus	0	1	0	0.0
Propionibacterium	1743	genus	2646865	13	0	0.0
Thermoanaerobacter	1754	genus	2526854	2	0	0.0
Actinobacteria	1760	class	5015669	399	68	0.0
Mycobacteriaceae	1762	family	7116636	31	0	0.0
Mycobacterium	1763	genus	7259758	27	1	0.0
Amycolatopsis	1813	genus	12051167	6	0	0.0
Nocardia	1817	genus	7567967	11	0	0.0
Rhodococcus	1827	genus	6750748	20	2	0.0
Saccharopolyspora	1835	genus	8212805	2	0	0.0
Nocardioides	1839	genus	4376707	19	0	0.0
Pseudonocardia	1847	genus	7303989	7	0	0.0
Saccharomonospora	1851	genus	4308349	2	0	0.0
Frankia	1854	genus	7497934	4	0	0.0
Geodermatophilus	1860	genus	5322497	1	0	0.0
Dermatophilus	1862	genus	0	1	0	0.0
Actinoplanes	1865	genus	8812229	10	0	0.0
Micromonospora	1873	genus	7025559	4	0	0.0
Streptomyces	1883	genus	9710281	138	12	0.0
Actinomadura	1988	genus	0	3	0	0.0
Streptosporangium	2000	genus	10369518	2	0	0.0
Streptosporangiaceae	2004	family	10369518	1	0	0.0
Thermomonosporaceae	2012	family	5639016	14	0	0.0
Nocardiopsis	2013	genus	6177891	5	0	0.0
Thermomonospora	2019	genus	5639016	1	0	0.0
Kibdelosporangium	2029	genus	0	1	0	0.0
Curtobacterium	2034	genus	3933752	3	0	0.0
Actinomycetales	2037	order	2376616	9	0	0.0
Aeromicrobium	2040	genus	0	2	0	0.0
Actinomycetaceae	2049	family	2376616	154	0	0.0
Gordonia	2053	genus	5567155	15	0	0.0
Sphaerobacter	2056	genus	3993764	1	0	0.0
Tsukamurella	2060	genus	4479724	2	0	0.0
Streptomycetaceae	2062	family	9677174	93	0	0.0
Kitasatospora	2063	genus	8783278	3	0	0.0
Pseudonocardiaceae	2070	family	9441254	56	1	0.0
Saccharothrix	2071	genus	9360653	1	0	0.0
Sporolactobacillus	2077	genus	0	1	0	0.0
Mycoplasmataceae	2092	family	1430664	1	0	0.0
Mycoplasma	2093	genus	1460880	2	0	0.0
Spiroplasma	2132	genus	1300182	2	0	0.0
Acholeplasmataceae	2146	family	1183742	1	0	0.0
Methanomicrobiales	2191	order	2718447	1	0	0.0
Archaeoglobus	2233	genus	2007396	1	0	0.0
Halobacteriales	2235	order	3677006	2	0	0.0
Halobacteriaceae	2236	family	2979478	2	0	0.0
Thermoplasmatales	2301	order	1657704	1	0	0.0
Sporomusa	2375	genus	0	1	0	0.0
Cardiobacterium	2717	genus	0	1	0	0.0
Symbiobacterium	2733	genus	3566135	1	0	0.0
Vagococcus	2737	genus	0	2	0	0.0
Marinobacter	2742	genus	4384621	4	0	0.0
Halomonas	2745	genus	4061825	14	1	0.0
Primates	9443	order	0	3	0	0.0
Molluscum contagiosum virus subtype 1	10280	leaf	190289	1	1	0.0
Podoviridae	10744	family	53013	1	0	0.0
Acidovorax	12916	genus	4877171	45	0	0.0
Azoarcus	12960	genus	0	37	0	0.0
Magnetospirillum	13134	genus	4496228	5	0	0.0
Sphingomonas	13687	genus	5564099	10	0	0.0
Micromonosporaceae	28056	family	7309173	20	0	0.0
Rhodoferax	28065	genus	4969784	8	0	0.0
Rubrivivax	28067	genus	5043253	22	0	0.0
Sinorhizobium	28105	genus	7002340	2	0	0.0
Salmonella enterica subsp. enterica serovar Derby	28144	leaf	9933706	1	0	0.0
Chelatococcus	28209	genus	0	1	0	0.0
Alphaproteobacteria	28211	class	3925312	124	0	0.0
Betaproteobacteria	28216	class	5609802	153	0	0.0
Deltaproteobacteria	28221	class	5142330	27	0	0.0
Geobacter	28231	genus	4227210	8	0	0.0
Halomonadaceae	28256	family	919058	26	0	0.0
Euryarchaeota	28890	phylum	2944553	1	0	0.0
Thermoanaerobacterium	28895	genus	2738128	1	0	0.0
Microlunatus	29404	genus	5683123	3	0	0.0
Rhodoplanes	29407	genus	0	1	0	0.0
Veillonella	29465	genus	2132142	1	0	0.0
Syntrophobacter	29526	genus	4990251	1	0	0.0
Epsilonproteobacteria	29547	class	2091053	2	0	0.0
Rhodothermus	29548	genus	3360429	1	0	0.0
Taylorella	29574	genus	2551462	1	0	0.0
Janthinobacterium	29580	genus	5949001	21	0	0.0
Bifidobacteriaceae	31953	family	2593741	13	0	0.0
Propionibacteriaceae	31957	family	2827829	64	0	0.0
Mollicutes	31969	class	1398080	5	0	0.0
Veillonellaceae	31977	family	2371811	5	0	0.0
Clostridiaceae	31979	family	4509975	5	0	0.0
Heliobacteriaceae	31984	family	3075407	1	0	0.0
Rhodobacteraceae	31989	family	4505216	53	0	0.0
Methylocystaceae	31993	family	5183433	1	0	0.0
Nitrosomonadales	32003	order	3061161	32	0	0.0
Burkholderia	32008	genus	8385645	68	4	0.0
Burkholderia gladioli pv. gladioli	32009	leaf	26034550	21	3	0.0
Methylophilaceae	32011	family	2915241	10	0	0.0
Thiomonas	32012	genus	3462095	18	0	0.0
Iodobacter	32014	genus	0	1	0	0.0
Campylobacter sputorum biovar sputorum	32024	leaf	1753386	2	0	0.0
Xanthomonadaceae	32033	family	18116294	75	0	0.0
Leptotrichia	32067	genus	2465610	15	4	0.0
Rothia	32207	genus	2385314	7	0	0.0
Kingella	32257	genus	0	1	0	0.0
Thauera	33057	genus	3711792	27	0	0.0
Coriobacterium	33870	genus	2115681	1	0	0.0
Agromyces	33877	genus	0	2	0	0.0
Microbacterium	33882	genus	3982034	17	0	0.0
Rathayibacter	33886	genus	4359758	4	0	0.0
Entomoplasmataceae	33925	family	1097968	1	0	0.0
Acetobacterium	33951	genus	4044777	1	0	0.0
Lactobacillaceae	33958	family	2969763	1	0	0.0
Exiguobacterium	33986	genus	2928324	1	0	0.0
Rhodovulum	34008	genus	4347929	1	0	0.0
Rahnella	34037	genus	5656799	1	0	0.0
Variovorax	34072	genus	6817856	46	0	0.0
Blattabacterium	34098	genus	625383	1	0	0.0
Sphaerotilus	34102	genus	4430992	21	0	0.0
Nitrosospira	35798	genus	3222211	1	0	0.0
Dermabacter	36739	genus	0	1	0	0.0
Dietzia	37914	genus	0	14	0	0.0
Blastococcus	38501	genus	4875340	1	0	0.0
Sorangium	39643	genus	13907952	1	0	0.0
Methylophaga	40222	genus	0	1	0	0.0
Stenotrophomonas	40323	genus	4684682	19	0	0.0
Sutterella	40544	genus	0	1	0	0.0
Actinosynnema	40566	genus	8294205	3	0	0.0
Mammalia	40674	class	0	3	0	0.0
Brevundimonas	41275	genus	3445263	7	0	0.0
Bradyrhizobiaceae	41294	family	6811178	12	0	0.0
Rhodospirillaceae	41295	family	4756441	27	0	0.0
Sphingomonadaceae	41297	family	4220148	23	0	0.0
