name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacteria	2	superkingdom	0	26	20	0.0
Pelobacter	18	genus	3953506	1	0	0.0
Shewanella	22	genus	5140018	1	0	0.0
Myxococcales	29	order	9638245	26	0	0.0
Myxococcaceae	31	family	9636120	2	0	0.0
Cystobacter	42	genus	0	1	0	0.0
Melittangium	44	genus	9910441	1	0	0.0
Polyangiaceae	49	family	13907952	2	0	0.0
Vitreoscilla	59	genus	0	1	0	0.0
Caulobacter	75	genus	4238499	1	0	0.0
Leptothrix	88	genus	4909403	1	0	0.0
Spirosoma	107	genus	0	1	0	0.0
Planctomycetales	112	order	5733343	1	0	0.0
Gemmata	113	genus	0	1	0	0.0
Planctomyces	118	genus	0	1	0	0.0
Planctomycetaceae	126	family	5733343	1	0	0.0
Methylocystis	133	genus	0	1	0	0.0
Spirochaetaceae	137	family	2749897	2	0	0.0
Spirochaeta	146	genus	2772907	1	0	0.0
Treponema	157	genus	2490077	3	0	0.0
Azospirillum	191	genus	7223069	5	0	0.0
Campylobacter	194	genus	2403822	2	2	0.0
Helicobacter	209	genus	1715890	1	0	0.0
Achromobacter	222	genus	7359146	1	0	0.0
Brucella	234	genus	4039663	4	0	0.0
Paracoccus	265	genus	5054656	2	0	0.0
Pseudomonas	286	genus	9017316	13	2	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	1	0	0.0
Rhizobiales	356	order	5410296	34	0	0.0
Agrobacterium	357	genus	6422834	3	0	0.0
Bradyrhizobium	374	genus	11894480	4	1	0.0
Rhizobium	379	genus	8184003	5	1	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1	0	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	3	2	0.0
Methylococcaceae	403	family	4384317	2	0	0.0
Methylobacterium	407	genus	7144985	4	1	0.0
Acetobacteraceae	433	family	3826783	3	0	0.0
Acetobacter	434	genus	3590557	1	0	0.0
Moraxellaceae	468	family	3943545	1	0	0.0
Neisseriaceae	481	family	2244925	2	0	0.0
Neisseria	482	genus	2223758	7	3	0.0
Alcaligenaceae	506	family	4354306	2	0	0.0
Bordetella	517	genus	4536693	2	0	0.0
Acidiphilium	522	genus	4088912	1	0	0.0
Ochrobactrum	528	genus	5205777	2	0	0.0
Chromobacterium	535	genus	4751080	3	0	0.0
Eikenella	538	genus	0	2	0	0.0
Enterobacteriaceae	543	family	10341043	9	0	0.0
Citrobacter	544	genus	5276819	1	0	0.0
Enterobacter	547	genus	11028548	2	0	0.0
Klebsiella	570	genus	12784449	1	0	0.0
Proteus	583	genus	3973324	1	0	0.0
Serratia	613	genus	5012487	3	0	0.0
Shigella	620	genus	6517268	1	0	0.0
Edwardsiella	635	genus	3906392	1	0	0.0
Aeromonas	642	genus	5822658	3	1	0.0
Vibrio	662	genus	5583206	2	0	0.0
Pasteurellaceae	712	family	2528486	2	0	0.0
Rickettsiaceae	775	family	1316078	1	0	0.0
Bacteroidaceae	815	family	5275069	1	0	0.0
Bacteroides	816	genus	5275069	1	0	0.0
Prevotella	838	genus	3023914	5	1	0.0
Fusobacterium	848	genus	3161642	1	0	0.0
Desulfovibrio	872	genus	3919658	7	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	4	0	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	3	2	0.0
Desulfobulbus	893	genus	0	3	0	0.0
Desulfomicrobium	898	genus	3363015	3	0	0.0
Acidaminococcus	904	genus	2408767	1	0	0.0
Megasphaera	906	genus	2491645	1	0	0.0
Thiobacillus	919	genus	2909809	2	0	0.0
Thiomicrospira	933	genus	2045407	1	0	0.0
Ehrlichia	943	genus	1369786	1	0	0.0
Wolbachia	953	genus	1231799	1	1	0.0
Selenomonas	970	genus	3100147	2	0	0.0
Bacteroidetes	976	phylum	3686275	5	0	0.0
Erythrobacter	1041	genus	3052398	1	0	0.0
Chromatiaceae	1046	family	3825215	2	0	0.0
Rhodopseudomonas	1073	genus	5494465	1	0	0.0
Chlorobium	1091	genus	2634484	6	0	0.0
Pelodictyon	1099	genus	2691540	1	0	0.0
Prosthecochloris	1101	genus	2579695	3	0	0.0
Cyanobacteria	1117	phylum	4896702	4	0	0.0
Synechococcus	1129	genus	2744871	1	0	0.0
Synechococcus elongatus PCC 7942 = FACHB-805	1140	leaf	2742269	1	0	0.0
Synechocystis	1142	genus	3570073	1	0	0.0
Prochlorococcus	1218	genus	1799150	1	0	0.0
Proteobacteria	1224	phylum	6582363	65	0	0.0
Gammaproteobacteria	1236	class	8199621	37	1	0.0
Firmicutes	1239	phylum	3951907	13	0	0.0
Ruminococcus	1263	genus	4482087	2	0	0.0
Micrococcaceae	1268	family	3809026	19	0	0.0
Micrococcus	1269	genus	4996790	1	0	0.0
Staphylococcus	1279	genus	5162113	1	0	0.0
Deinococcus	1298	genus	4067791	4	0	0.0
Streptococcaceae	1300	family	2703668	4	0	0.0
Streptococcus	1301	genus	2347233	48	24	0.0
Enterococcus	1350	genus	3047520	1	0	0.0
Planococcus	1372	genus	3804624	1	0	0.0
Gemella	1378	genus	0	5	0	0.0
Bacillales	1385	order	5092237	15	0	0.0
Bacillus	1386	genus	6141499	6	1	0.0
Clostridium	1485	genus	4654291	4	0	0.0
Lactobacillus	1578	genus	3009630	1	0	0.0
Listeria	1637	genus	3154985	1	0	0.0
Corynebacteriaceae	1653	family	2732186	9	0	0.0
Actinomyces	1654	genus	2811991	374	128	0.0
Arthrobacter	1663	genus	0	10	0	0.0
Bifidobacterium	1678	genus	2688194	11	0	0.0
Brevibacterium	1696	genus	0	5	0	0.0
Cellulomonas	1707	genus	3971988	14	0	0.0
Corynebacterium	1716	genus	2732186	28	1	0.0
Eubacterium	1730	genus	0	1	0	0.0
Propionibacterium	1743	genus	2646865	8	0	0.0
Actinobacteria	1760	class	5015669	273	60	0.0
Mycobacteriaceae	1762	family	7116636	22	0	0.0
Mycobacterium	1763	genus	7259758	10	0	0.0
Amycolatopsis	1813	genus	12051167	1	0	0.0
Nocardia	1817	genus	7567967	6	0	0.0
Rhodococcus	1827	genus	6750748	20	2	0.0
Saccharopolyspora	1835	genus	8212805	4	0	0.0
Nocardioides	1839	genus	4376707	24	0	0.0
Pseudonocardia	1847	genus	7303989	6	0	0.0
Saccharomonospora	1851	genus	4308349	1	0	0.0
Frankia	1854	genus	7497934	5	0	0.0
Geodermatophilus	1860	genus	5322497	1	0	0.0
Dermatophilus	1862	genus	0	2	0	0.0
Actinoplanes	1865	genus	8812229	7	0	0.0
Micromonospora	1873	genus	7025559	6	0	0.0
Streptomyces	1883	genus	9710281	121	9	0.0
Actinomadura	1988	genus	0	3	0	0.0
Streptosporangium	2000	genus	10369518	1	0	0.0
Streptosporangiaceae	2004	family	10369518	4	0	0.0
Thermomonosporaceae	2012	family	5639016	3	0	0.0
Nocardiopsis	2013	genus	6177891	5	0	0.0
Curtobacterium	2034	genus	3933752	3	0	0.0
Actinomycetales	2037	order	2376616	9	0	0.0
Aeromicrobium	2040	genus	0	2	0	0.0
Pimelobacter	2044	genus	0	3	0	0.0
Actinomycetaceae	2049	family	2376616	114	0	0.0
Gordonia	2053	genus	5567155	7	0	0.0
Tsukamurella	2060	genus	4479724	2	0	0.0
Streptomycetaceae	2062	family	9677174	55	0	0.0
Kitasatospora	2063	genus	8783278	2	0	0.0
Pseudonocardiaceae	2070	family	9441254	31	0	0.0
Saccharothrix	2071	genus	9360653	2	0	0.0
Mycoplasma	2093	genus	1460880	1	1	0.0
Acholeplasmataceae	2146	family	1183742	1	0	0.0
Acholeplasma	2147	genus	1525610	1	0	0.0
Methanobacteriales	2158	order	1865270	1	0	0.0
Methanobacteriaceae	2159	family	1989655	6	0	0.0
Methanobacterium	2160	genus	0	24	0	0.0
Methanobrevibacter	2172	genus	2395181	28	5	0.0
Methanothermaceae	2178	family	1243342	2	0	0.0
Methanococcales	2182	order	1713539	2	0	0.0
Methanococcaceae	2183	family	1747756	2	0	0.0
Methanosarcina	2207	genus	4464084	1	0	0.0
Methanothrix	2222	genus	2798839	2	0	0.0
Archaeoglobus	2233	genus	2007396	1	0	0.0
Halobacteriales	2235	order	3677006	4	0	0.0
